Class,Genus,Species,Common_name,Mass_kg,Max_longevity_yr,Data_quality,Specimen_origin,Mass_source,Longevity_source,Scientific_name,log10M,log10T,bin2
Amphibia,Salamandra,salamandra,European fire salamander,0.0191,24.0,acceptable,captivity,AnAge,AnAge,Salamandra salamandra,-1.7189666327522726,1.380211241711606,-2
Aves,Accipiter,cooperii,Cooper's hawk,0.52664,20.3,acceptable,wild,AnAge,AnAge,Accipiter cooperii,-0.2784861579159776,1.307496037913213,-2
Aves,Accipiter,fasciatus,Brown goshawk,0.4535,14.9,acceptable,wild,AnAge,AnAge,Accipiter fasciatus,-0.3434227086038859,1.173186268412274,-2
Aves,Accipiter,gentilis,Northern goshawk,1.0442,22.0,acceptable,wild,AnAge,AnAge,Accipiter gentilis,0.0187836888746968,1.3424226808222062,0
Aves,Accipiter,nisus,Eurasian sparrowhawk,0.2375,20.2,acceptable,wild,AnAge,AnAge,Accipiter nisus,-0.6243363860391147,1.3053513694466237,-2
Aves,Accipiter,striatus,Sharp-shinned hawk,0.135,19.9,acceptable,wild,AnAge,AnAge,Accipiter striatus,-0.8696662315049939,1.2988530764097066,-2
Aves,Aegypius,monachus,Cinereous vulture,9.625,39.0,acceptable,captivity,AnAge,AnAge,Aegypius monachus,0.9834007381805383,1.591064607026499,0
Aves,Aquila,adalberti,Spanish imperial eagle,3.0,44.5,acceptable,captivity,AnAge,AnAge,Aquila adalberti,0.47712125471966244,1.6483600109809315,0
Aves,Aquila,audax,Wedge-tailed eagle,3.466,40.0,acceptable,captivity,AnAge,AnAge,Aquila audax,0.5398285583778982,1.6020599913279625,0
Aves,Aquila,chrysaetos,Golden eagle,4.8,48.0,acceptable,captivity,AnAge,AnAge,Aquila chrysaetos,0.6812412373755872,1.6812412373755872,0
Aves,Aquila,fasciata,Bonelli's eagle,2.0,20.0,acceptable,captivity,AnAge,AnAge,Aquila fasciata,0.3010299956639812,1.3010299956639813,0
Aves,Aquila,heliaca,Eastern imperical eagle,3.262,56.0,acceptable,captivity,AnAge,AnAge,Aquila heliaca,0.513483956704257,1.7481880270062005,0
Aves,Aquila,nipalensis,Steppe eagle,2.7455,41.0,acceptable,captivity,AnAge,AnAge,Aquila nipalensis,0.4386214480453956,1.6127838567197355,0
Aves,Aquila,pomarina,Lesser spotted eagle,1.37,26.1,acceptable,wild,AnAge,AnAge,Aquila pomarina,0.1367205671564068,1.416640507338281,0
Aves,Aquila,rapax,Tawny eagle,1.9961,40.3,acceptable,captivity,AnAge,AnAge,Aquila rapax,0.3001822946469007,1.6053050461411094,0
Aves,Butastur,indicus,Grey-faced buzzard,0.415,8.5,acceptable,wild,AnAge,AnAge,Butastur indicus,-0.3819519032879073,0.9294189257142927,-2
Aves,Buteo,buteo,Buzzard,1.012,28.8,acceptable,wild,AnAge,AnAge,Buteo buteo,0.005180512503780314,1.4593924877592308,0
Aves,Buteo,jamaicensis,Red-tailed hawk,1.362,30.7,acceptable,wild,AnAge,AnAge,Buteo jamaicensis,0.13417710757676637,1.4871383754771865,0
Aves,Buteo,lagopus,Rough-legged hawk,0.98064,18.8,acceptable,wild,AnAge,AnAge,Buteo lagopus,-0.008490395991965206,1.2741578492636798,-2
Aves,Buteo,lineatus,Red-shouldered hawk,0.607,22.4,acceptable,wild,AnAge,AnAge,Buteo lineatus,-0.21681130892474243,1.3502480183341627,-2
Aves,Buteo,platypterus,Broad-winged hawk,0.454,18.3,acceptable,wild,AnAge,AnAge,Buteo platypterus,-0.34294414714289606,1.2624510897304295,-2
Aves,Buteo,regalis,Ferruginous hawk,1.5,23.7,acceptable,wild,AnAge,AnAge,Buteo regalis,0.17609125905568124,1.374748346010104,0
Aves,Buteo,solitarius,Hawaiian hawk,0.505,17.0,acceptable,wild,AnAge,AnAge,Buteo solitarius,-0.2967086218813386,1.2304489213782739,-2
Aves,Buteo,swainsoni,Swainson's hawk,0.98064,24.9,acceptable,wild,AnAge,AnAge,Buteo swainsoni,-0.008490395991965206,1.3961993470957363,-2
Aves,Buteogallus,anthracinus,Common black hawk,0.837,13.5,acceptable,wild,AnAge,AnAge,Buteogallus anthracinus,-0.07727454200674003,1.130333768495006,-2
Aves,Circaetus,gallicus,Short-toed eagle,1.6995,17.3,acceptable,wild,AnAge,AnAge,Circaetus gallicus,0.23032116891907847,1.2380461031287955,0
Aves,Circus,aeruginosus,Western marsh harrier,0.7115,20.1,acceptable,wild,AnAge,AnAge,Circus aeruginosus,-0.14782509557969686,1.3031960574204888,-2
Aves,Circus,approximans,Swamp harrier,0.7525,11.0,acceptable,wild,AnAge,AnAge,Circus approximans,-0.12349349573411905,1.041392685158225,-2
Aves,Circus,cyaneus,Northern harrier,0.392,17.1,acceptable,wild,AnAge,AnAge,Circus cyaneus,-0.4067139329795427,1.2329961103921538,-2
Aves,Circus,macrourus,Pallid harrier,0.3885,13.5,acceptable,wild,AnAge,AnAge,Circus macrourus,-0.4106089768630669,1.130333768495006,-2
Aves,Circus,pygargus,Montagu's harrier,0.3155,16.3,acceptable,wild,AnAge,AnAge,Circus pygargus,-0.5010006364198469,1.212187604403958,-2
Aves,Elanus,axillaris,Black-shouldered kite,0.2655,3.5,acceptable,wild,AnAge,AnAge,Elanus axillaris,-0.575935474582512,0.5440680443502757,-2
Aves,Elanus,caeruleus,Black-winged kite,0.2605,6.0,acceptable,wild,AnAge,AnAge,Elanus caeruleus,-0.5841922723644567,0.7781512503836436,-2
Aves,Elanus,leucurus,White-tailed kite,0.28,6.0,acceptable,wild,AnAge,AnAge,Elanus leucurus,-0.5528419686577808,0.7781512503836436,-2
Aves,Geranoaetus,melanoleucus,Black-chested buzzard-eagle,2.4475,42.0,acceptable,captivity,AnAge,AnAge,Geranoaetus melanoleucus,0.38872270047517543,1.6232492903979006,0
Aves,Gypaetus,barbatus,Bearded vulture,5.07,40.0,acceptable,captivity,AnAge,AnAge,Gypaetus barbatus,0.705007959333336,1.6020599913279625,0
Aves,Gypohierax,angolensis,Palm-nut vulture,1.6,27.1,acceptable,captivity,AnAge,AnAge,Gypohierax angolensis,0.20411998265592482,1.4329692908744058,0
Aves,Gyps,africanus,White-backed vulture,5.433,19.7,acceptable,captivity,AnAge,AnAge,Gyps africanus,0.7350397050337208,1.294466226161593,0
Aves,Gyps,coprotheres,Cape vulture,8.177,31.2,acceptable,wild,AnAge,AnAge,Gyps coprotheres,0.9125939977521057,1.4941545940184429,0
Aves,Gyps,fulvus,"Griffon vulture, or Eurasian griffon",7.436,41.4,acceptable,captivity,AnAge,AnAge,Gyps fulvus,0.871339381099861,1.6170003411208989,0
Aves,Haliaeetus,albicilla,White-tailed sea-eagle,6.6965,42.0,acceptable,captivity,AnAge,AnAge,Haliaeetus albicilla,0.8258478731712857,1.6232492903979006,0
Aves,Haliaeetus,leucocephalus,Bald eagle,3.175,48.0,acceptable,captivity,AnAge,AnAge,Haliaeetus leucocephalus,0.5017437296279944,1.6812412373755872,0
Aves,Haliastur,indus,Brahminy kite,0.529,24.5,acceptable,wild,AnAge,AnAge,Haliastur indus,-0.2765443279648142,1.3891660843645326,-2
Aves,Haliastur,sphenurus,Whistling kite,0.755,20.4,acceptable,wild,AnAge,AnAge,Haliastur sphenurus,-0.12205304837081175,1.3096301674258988,-2
Aves,Harpia,harpyja,Harpy eagle,4.8,16.8,acceptable,captivity,AnAge,AnAge,Harpia harpyja,0.6812412373755872,1.2253092817258628,0
Aves,Harpyopsis,novaeguineae,New Guinea eagle,2.0,30.0,acceptable,captivity,AnAge,AnAge,Harpyopsis novaeguineae,0.3010299956639812,1.4771212547196624,0
Aves,Hieraaetus,morphnoides,Little eagle,0.791,38.7,acceptable,wild,AnAge,AnAge,Hieraaetus morphnoides,-0.10182351650232342,1.5877109650189114,-2
Aves,Ictinia,mississippiensis,Mississippi kite,0.266,11.2,acceptable,wild,AnAge,AnAge,Ictinia mississippiensis,-0.575118363368933,1.0492180226701815,-2
Aves,Kaupifalco,monogrammicus,Lizard buzzard,0.2805,8.6,acceptable,wild,AnAge,AnAge,Kaupifalco monogrammicus,-0.5520671344078197,0.9344984512435677,-2
Aves,Lophoictinia,isura,Square-tailed kite,0.5855,17.0,acceptable,wild,AnAge,AnAge,Lophoictinia isura,-0.23247310059161805,1.2304489213782739,-2
Aves,Milvus,migrans,Black kite,1.0,24.0,acceptable,unknown,AnAge,AnAge,Milvus migrans,0.0,1.380211241711606,0
Aves,Milvus,milvus,Red kite,1.08,38.0,acceptable,captivity,AnAge,AnAge,Milvus milvus,0.03342375548694973,1.5797835966168101,0
Aves,Necrosyrtes,monachus,Hooded vulture,2.043,21.3,acceptable,wild,AnAge,AnAge,Necrosyrtes monachus,0.3102683666324476,1.3283796034387378,0
Aves,Neophron,percnopterus,Egyptian vulture,2.082,37.0,acceptable,captivity,AnAge,AnAge,Neophron percnopterus,0.3184807251745173,1.568201724066995,0
Aves,Parabuteo,unicinctus,Harris's hawk,0.99426,25.0,acceptable,captivity,AnAge,AnAge,Parabuteo unicinctus,-0.002500032302777732,1.3979400086720377,-2
Aves,Pernis,apivorus,"European honey buzzard, or Western honey-buzzard",0.758,29.0,acceptable,wild,AnAge,AnAge,Pernis apivorus,-0.12033079436794646,1.462397997898956,-2
Aves,Pithecophaga,jefferyi,Philippine eagle,6.5,41.0,acceptable,captivity,AnAge,AnAge,Pithecophaga jefferyi,0.8129133566428556,1.6127838567197355,0
Aves,Rostrhamus,sociabilis,Snail kite,0.3525,17.0,acceptable,wild,AnAge,AnAge,Rostrhamus sociabilis,-0.4528408786725825,1.2304489213782739,-2
Aves,Cathartes,aura,Turkey vulture,2.2,20.8,acceptable,unknown,AnAge,AnAge,Cathartes aura,0.3424226808222063,1.3180633349627615,0
Aves,Coragyps,atratus,Black vulture,2.27,25.5,acceptable,wild,AnAge,AnAge,Coragyps atratus,0.35602585719312274,1.4065401804339552,0
Aves,Gymnogyps,californianus,California condor,11.175,45.0,acceptable,wild,AnAge,AnAge,Gymnogyps californianus,1.0482475318039741,1.6532125137753437,0
Aves,Sarcoramphus,papa,King vulture,3.405,40.0,acceptable,captivity,AnAge,AnAge,Sarcoramphus papa,0.532117116248804,1.6020599913279625,0
Aves,Vultur,gryphus,Andean condor,10.5,79.0,acceptable,captivity,AnAge,AnAge,Vultur gryphus,1.021189299069938,1.8976270912904414,0
Aves,Pandion,cristatus,Eastern osprey,1.5275,21.0,acceptable,wild,AnAge,AnAge,Pandion cristatus,0.18398121891459188,1.3222192947339193,0
Aves,Pandion,haliaetus,Osprey,1.362,32.0,acceptable,wild,AnAge,AnAge,Pandion haliaetus,0.13417710757676637,1.505149978319906,0
Aves,Aix,sponsa,Wood duck,0.4528,22.5,acceptable,wild,AnAge,AnAge,Aix sponsa,-0.344093581819785,1.3521825181113625,-2
Aves,Alopochen,aegyptiaca,Egyptian goose,1.9,25.5,acceptable,captivity,AnAge,AnAge,Alopochen aegyptiaca,0.2787536009528289,1.4065401804339552,0
Aves,Anas,acuta,Northern pintail,0.721,27.4,acceptable,wild,AnAge,AnAge,Anas acuta,-0.14206473528057098,1.437750562820388,-2
Aves,Anas,americana,American wigeon,0.7938,21.3,acceptable,wild,AnAge,AnAge,Anas americana,-0.10028890542885542,1.3283796034387378,-2
Aves,Anas,clypeata,Northern shoveler,0.613,22.6,acceptable,wild,AnAge,AnAge,Anas clypeata,-0.21253952548158495,1.354108439147401,-2
Aves,Anas,crecca,Green-winged teal,0.3438,27.1,acceptable,wild,AnAge,AnAge,Anas crecca,-0.4636941276489664,1.4329692908744058,-2
Aves,Anas,cyanoptera,Cinnamon teal,0.411,12.9,acceptable,wild,AnAge,AnAge,Anas cyanoptera,-0.38615817812393083,1.110589710299249,-2
Aves,Anas,discors,Blue-winged teal,0.42,23.2,acceptable,wild,AnAge,AnAge,Anas discors,-0.37675070960209955,1.3654879848908996,-2
Aves,Anas,fulvigula,Mottled duck,0.95,20.0,acceptable,captivity,AnAge,AnAge,Anas fulvigula,-0.022276394711152253,1.3010299956639813,-2
Aves,Anas,gracilis,Grey teal,0.48875,31.7,acceptable,wild,AnAge,AnAge,Anas gracilis,-0.31091322959607676,1.5010592622177514,-2
Aves,Anas,laysanensis,Laysan duck,0.5,12.0,acceptable,wild,AnAge,AnAge,Anas laysanensis,-0.3010299956639812,1.0791812460476249,-2
Aves,Anas,penelope,Eurasian wigeon,0.66,35.2,acceptable,wild,AnAge,AnAge,Anas penelope,-0.1804560644581313,1.546542663478131,-2
Aves,Anas,platyrhynchos,Mallard,1.0480999999999998,29.1,acceptable,unknown,AnAge,AnAge,Anas platyrhynchos,0.02040272098387806,1.4638929889859074,0
Aves,Anas,querquedula,Garganey,0.326,14.7,acceptable,wild,AnAge,AnAge,Anas querquedula,-0.48678239993206096,1.167317334748176,-2
Aves,Anas,rubripes,American black duck,0.9987,26.6,acceptable,wild,AnAge,AnAge,Anas rubripes,-0.0005649501236701673,1.424881636631067,-2
Aves,Anas,strepera,Gadwall,0.791,28.0,acceptable,unknown,AnAge,AnAge,Anas strepera,-0.10182351650232342,1.4471580313422192,-2
Aves,Anas,superciliosa,Pacific black duck,0.981,27.2,acceptable,wild,AnAge,AnAge,Anas superciliosa,-0.008330992620051499,1.4345689040341987,-2
Aves,Anser,albifrons,Greater white-fronted goose,2.681,47.0,acceptable,captivity,AnAge,AnAge,Anser albifrons,0.42829681398287955,1.6720978579357175,0
Aves,Anser,anser,Greylag goose,3.3085,31.0,high,captivity,AnAge,AnAge,Anser anser,0.5196311389796143,1.4913616938342726,0
Aves,Anser,brachyrhynchus,Pink-footed goose,2.645,40.9,acceptable,wild,AnAge,AnAge,Anser brachyrhynchus,0.42242567637120454,1.6117233080073419,0
Aves,Anser,fabalis,Bean goose,3.348,25.6,acceptable,wild,AnAge,AnAge,Anser fabalis,0.5247854493212224,1.4082399653118496,0
Aves,Aythya,affinis,Lesser scaup,0.787,18.3,acceptable,wild,AnAge,AnAge,Aythya affinis,-0.10402526764093542,1.2624510897304295,-2
Aves,Aythya,americana,Redhead,1.0773,22.6,acceptable,wild,AnAge,AnAge,Aythya americana,0.03233665984573551,1.354108439147401,0
Aves,Aythya,collaris,Ring-necked duck,0.737,20.4,acceptable,wild,AnAge,AnAge,Aythya collaris,-0.13253251214094852,1.3096301674258988,-2
Aves,Aythya,ferina,Common pochard,0.823,23.2,acceptable,wild,AnAge,AnAge,Aythya ferina,-0.08460016478773018,1.3654879848908996,-2
Aves,Aythya,fuligula,Tufted duck,0.7015,45.2,acceptable,wild,AnAge,AnAge,Aythya fuligula,-0.15397232463562127,1.655138434811382,-2
Aves,Aythya,marila,Greater scaup,0.9285,22.1,acceptable,wild,AnAge,AnAge,Aythya marila,-0.03221809192420079,1.3443922736851108,-2
Aves,Aythya,valisineria,Canvasback,1.2088,29.5,acceptable,wild,AnAge,AnAge,Aythya valisineria,0.08235445133096898,1.469822015978163,0
Aves,Biziura,lobata,Musk duck,1.6975,6.2,acceptable,wild,AnAge,AnAge,Biziura lobata,0.2298097829525393,0.7923916894982539,0
Aves,Branta,bernicla,Brent goose,1.1632,28.8,acceptable,wild,AnAge,AnAge,Branta bernicla,0.06565439351496262,1.4593924877592308,0
Aves,Branta,canadensis,Canada goose,3.2,42.0,acceptable,unknown,AnAge,AnAge,Branta canadensis,0.505149978319906,1.6232492903979006,0
Aves,Branta,hutchinsii,Cackling goose,1.9401,18.3,acceptable,wild,AnAge,AnAge,Branta hutchinsii,0.2878241156667792,1.2624510897304295,0
Aves,Branta,leucopsis,Barnacle goose,1.687,28.2,acceptable,wild,AnAge,AnAge,Branta leucopsis,0.22711508258912524,1.4502491083193612,0
Aves,Branta,sandvicensis,Hawaiian goose,2.15,42.0,acceptable,wild,AnAge,AnAge,Branta sandvicensis,0.33243845991560533,1.6232492903979006,0
Aves,Bucephala,albeola,Bufflehead,0.4,18.7,acceptable,wild,AnAge,AnAge,Bucephala albeola,-0.3979400086720376,1.271841606536499,-2
Aves,Bucephala,clangula,Common goldeneye,0.89586,20.9,acceptable,wild,AnAge,AnAge,Bucephala clangula,-0.0477598541526708,1.320146286111054,-2
Aves,Bucephala,islandica,Barrow's goldeneye,0.95715,18.0,acceptable,wild,AnAge,AnAge,Bucephala islandica,-0.019019996321927364,1.255272505103306,-2
Aves,Cereopsis,novaehollandiae,Cape barren goose,3.98,29.1,acceptable,wild,AnAge,AnAge,Cereopsis novaehollandiae,0.5998830720736879,1.4638929889859074,0
Aves,Chen,caerulescens,Snow goose,2.8066500000000003,27.5,acceptable,wild,AnAge,AnAge,Chen caerulescens,0.4481882578264753,1.4393326938302626,0
Aves,Chen,canagica,Emperor goose,2.148,12.0,acceptable,wild,AnAge,AnAge,Chen canagica,0.33203427702751803,1.0791812460476249,0
Aves,Chen,rossii,Ross's goose,1.715,22.5,acceptable,wild,AnAge,AnAge,Chen rossii,0.2342641243787893,1.3521825181113625,0
Aves,Chenonetta,jubata,Maned duck,0.8125,9.1,acceptable,wild,AnAge,AnAge,Chenonetta jubata,-0.090176630349088,0.9590413923210935,-2
Aves,Clangula,hyemalis,Oldsquaw,0.872,22.7,acceptable,wild,AnAge,AnAge,Clangula hyemalis,-0.059483515067432775,1.3560258571931227,-2
Aves,Cygnus,atratus,Black swan,5.65,24.7,acceptable,wild,AnAge,AnAge,Cygnus atratus,0.7520484478194386,1.3926969532596658,0
Aves,Cygnus,buccinator,Trumpeter swan,13.0,32.5,acceptable,captivity,AnAge,AnAge,Cygnus buccinator,1.1139433523068367,1.5118833609788744,0
Aves,Cygnus,columbianus,Tundra swan,6.35,24.1,acceptable,wild,AnAge,AnAge,Cygnus columbianus,0.8027737252919757,1.3820170425748683,0
Aves,Cygnus,cygnus,Whooper swan,9.35,26.7,acceptable,wild,AnAge,AnAge,Cygnus cygnus,0.9708116108725178,1.4265112613645752,0
Aves,Cygnus,olor,Mute swan,8.3,40.0,acceptable,wild,AnAge,AnAge,Cygnus olor,0.919078092376074,1.6020599913279625,0
Aves,Dendrocygna,autumnalis,Black-bellied whistling duck,0.828,8.2,acceptable,wild,AnAge,AnAge,Dendrocygna autumnalis,-0.08196966321511988,0.9138138523837167,-2
Aves,Dendrocygna,viduata,White-faced whistling duck,0.61,12.0,acceptable,captivity,AnAge,AnAge,Dendrocygna viduata,-0.21467016498923297,1.0791812460476249,-2
Aves,Histrionicus,histrionicus,Harlequin duck,0.56125,14.6,acceptable,wild,AnAge,AnAge,Histrionicus histrionicus,-0.2508436459886204,1.1643528557844371,-2
Aves,Lophodytes,cucullatus,Hooded merganser,0.634375,15.7,acceptable,captivity,AnAge,AnAge,Lophodytes cucullatus,-0.19765394040669304,1.1958996524092338,-2
Aves,Melanitta,fusca,White-winged scoter,1.3608,21.4,acceptable,wild,AnAge,AnAge,Melanitta fusca,0.1337943006045126,1.3304137733491908,0
Aves,Melanitta,nigra,Black scoter,1.0522,16.8,acceptable,wild,AnAge,AnAge,Melanitta nigra,0.0220982974611403,1.2253092817258628,0
Aves,Melanitta,perspicillata,Surf scoter,1.0975,9.5,acceptable,wild,AnAge,AnAge,Melanitta perspicillata,0.04040452891415895,0.9777236052888477,0
Aves,Mergellus,albellus,Smew,0.61,10.0,acceptable,wild,AnAge,AnAge,Mergellus albellus,-0.21467016498923297,1.0,-2
Aves,Mergus,merganser,Common merganser,1.445,14.8,acceptable,wild,AnAge,AnAge,Mergus merganser,0.15986784709256668,1.1702617153949575,0
Aves,Mergus,serrator,Red-breasted merganser,1.0206,21.3,acceptable,wild,AnAge,AnAge,Mergus serrator,0.00885556399621263,1.3283796034387378,0
Aves,Netta,rufina,Red-crested pochard,1.118,12.9,acceptable,wild,AnAge,AnAge,Netta rufina,0.04844180355040453,1.110589710299249,0
Aves,Oxyura,australis,Blue-billed duck,0.798,16.0,acceptable,captivity,AnAge,AnAge,Oxyura australis,-0.09799710864927054,1.2041199826559248,-2
Aves,Oxyura,jamaicensis,Ruddy duck,0.542,20.0,acceptable,captivity,AnAge,AnAge,Oxyura jamaicensis,-0.2660007134616131,1.3010299956639813,-2
Aves,Plectropterus,gambensis,Spur-winged goose,3.869,11.3,acceptable,captivity,AnAge,AnAge,Plectropterus gambensis,0.587598729721245,1.0530784434834197,0
Aves,Polysticta,stelleri,Steller's eider,0.9072,23.0,acceptable,wild,AnAge,AnAge,Polysticta stelleri,-0.04229695845116863,1.3617278360175928,-2
Aves,Somateria,mollissima,Common eider,2.13,37.8,acceptable,wild,AnAge,AnAge,Somateria mollissima,0.3283796034387377,1.5774917998372253,0
Aves,Tadorna,tadorna,Common shelduck,1.152,24.8,acceptable,wild,AnAge,AnAge,Tadorna tadorna,0.06145247908719321,1.3944516808262164,0
Aves,Tadorna,tadornoides,Australian shelduck,1.364,13.1,acceptable,wild,AnAge,AnAge,Tadorna tadornoides,0.13481437032046015,1.1172712956557642,0
Aves,Anseranas,semipalmata,Magpie goose,2.071,24.8,acceptable,wild,AnAge,AnAge,Anseranas semipalmata,0.3161800988934526,1.3944516808262164,0
Aves,Aegotheles,cristatus,Australian owlet-nightjar,0.044125,5.9,acceptable,wild,AnAge,AnAge,Aegotheles cristatus,-1.355315281604121,0.7708520116421442,-2
Aves,Aerodramus,terraereginae,Australian swiftlet,0.011875,9.3,acceptable,wild,AnAge,AnAge,Aerodramus terraereginae,-1.9253663817030957,0.9684829485539351,-2
Aves,Aeronautes,saxatalis,White-throated swift,0.031,10.0,acceptable,wild,AnAge,AnAge,Aeronautes saxatalis,-1.5086383061657274,1.0,-2
Aves,Apus,apus,Common swift,0.0376,21.1,acceptable,wild,AnAge,AnAge,Apus apus,-1.424812155072339,1.3242824552976926,-2
Aves,Apus,melba,Alpine swift,0.1027,26.0,acceptable,wild,AnAge,AnAge,Apus melba,-0.9884295564027218,1.414973347970818,-2
Aves,Chaetura,pelagica,Chimney swift,0.0228,15.0,acceptable,wild,AnAge,AnAge,Chaetura pelagica,-1.6420651529995463,1.1760912590556813,-2
Aves,Cypseloides,niger,Black swift,0.045,16.1,acceptable,wild,AnAge,AnAge,Cypseloides niger,-1.3467874862246563,1.2068258760318498,-2
Aves,Amazilia,violiceps,Violet-crowned hummingbird,0.0050999999999999,6.1,acceptable,wild,AnAge,AnAge,Amazilia violiceps,-2.292429823902072,0.785329835010767,-4
Aves,Amazilia,yucatanensis,Buff-bellied hummingbird,0.0039,11.2,acceptable,wild,AnAge,AnAge,Amazilia yucatanensis,-2.408935392973501,1.0492180226701815,-4
Aves,Archilochus,alexandri,Black-chinned hummingbird,0.003,11.2,acceptable,wild,AnAge,AnAge,Archilochus alexandri,-2.5228787452803374,1.0492180226701815,-4
Aves,Archilochus,colubris,Ruby-throated hummingbird,0.0031,9.1,acceptable,wild,AnAge,AnAge,Archilochus colubris,-2.5086383061657274,0.9590413923210935,-4
Aves,Calothorax,lucifer,Lucifer hummingbird,0.0033,4.1,acceptable,wild,AnAge,AnAge,Calothorax lucifer,-2.4814860601221125,0.6127838567197355,-4
Aves,Calypte,anna,Anna's hummingbird,0.0044,8.5,acceptable,wild,AnAge,AnAge,Calypte anna,-2.3565473235138126,0.9294189257142927,-4
Aves,Calypte,costae,Costa's hummingbird,0.0031,6.0,acceptable,unknown,AnAge,AnAge,Calypte costae,-2.5086383061657274,0.7781512503836436,-4
Aves,Cynanthus,latirostris,Broad-billed hummingbird,0.0033,8.8,acceptable,wild,AnAge,AnAge,Cynanthus latirostris,-2.4814860601221125,0.9444826721501687,-4
Aves,Eugenes,fulgens,Magnificent hummingbird,0.0081,11.0,acceptable,wild,AnAge,AnAge,Eugenes fulgens,-2.0915149811213505,1.041392685158225,-4
Aves,Lampornis,clemenciae,Blue-throated hummingbird,0.0076,12.0,acceptable,unknown,AnAge,AnAge,Lampornis clemenciae,-2.1191864077192086,1.0791812460476249,-4
Aves,Lamprolaima,rhami,Garnet-throated hummingbird,0.0078,8.0,acceptable,wild,AnAge,AnAge,Lamprolaima rhami,-2.1079053973095196,0.9030899869919435,-4
Aves,Selasphorus,platycercus,Broad-tailed hummingbird,0.0042,14.0,acceptable,unknown,AnAge,AnAge,Selasphorus platycercus,-2.3767507096020997,1.146128035678238,-4
Aves,Selasphorus,rufus,Rufous hummingbird,0.0035,8.9,acceptable,wild,AnAge,AnAge,Selasphorus rufus,-2.4559319556497243,0.9493900066449128,-4
Aves,Stellula,calliope,Calliope hummingbird,0.0026,7.0,acceptable,wild,AnAge,AnAge,Stellula calliope,-2.585026652029182,0.8450980400142568,-4
Aves,Apteryx,australis,Brown kiwi,2.6,35.0,acceptable,captivity,AnAge,AnAge,Apteryx australis,0.414973347970818,1.5440680443502757,0
Aves,Buceros,bicornis,Great hornbill,2.7985,33.4,acceptable,captivity,AnAge,AnAge,Buceros bicornis,0.4469253112427487,1.5237464668115646,0
Aves,Bycanistes,subcylindricus,Grey-cheeked hornbill,1.25,31.8,acceptable,captivity,AnAge,AnAge,Bycanistes subcylindricus,0.09691001300805642,1.5024271199844328,0
Aves,Ceratogymna,atrata,Black-casqued hornbill,1.2035,19.3,acceptable,captivity,AnAge,AnAge,Ceratogymna atrata,0.0804460946110488,1.2855573090077739,0
Aves,Bucorvus,leadbeateri,Southern ground hornbill,3.7675,70.0,acceptable,captivity,AnAge,AnAge,Bucorvus leadbeateri,0.5760532609866694,1.845098040014257,0
Aves,Upupa,epops,Eurasian hoopoe,0.0670999999999999,11.1,acceptable,wild,AnAge,AnAge,Upupa epops,-1.1732774798310086,1.0453229787866574,-2
Aves,Caprimulgus,carolinensis,Chuck-will's-widow,0.115,14.8,acceptable,wild,AnAge,AnAge,Caprimulgus carolinensis,-0.9393021596463883,1.1702617153949575,-2
Aves,Caprimulgus,europaeus,Eurasian nightjar,0.067,11.9,acceptable,wild,AnAge,AnAge,Caprimulgus europaeus,-1.1739251972991736,1.0755469613925308,-2
Aves,Caprimulgus,ruficollis,Red-necked nightjar,0.0685,13.2,acceptable,wild,AnAge,AnAge,Caprimulgus ruficollis,-1.1643094285075744,1.1205739312058498,-2
Aves,Caprimulgus,vociferus,Whip-poor-will,0.054,15.0,acceptable,wild,AnAge,AnAge,Caprimulgus vociferus,-1.2676062401770314,1.1760912590556813,-2
Aves,Chordeiles,minor,Common nighthawk,0.0793,10.0,acceptable,wild,AnAge,AnAge,Chordeiles minor,-1.1007268126823961,1.0,-2
Aves,Podargus,strigoides,Tawny frogmouth,0.349,17.9,acceptable,wild,AnAge,AnAge,Podargus strigoides,-0.4571745730408201,1.252853030979893,-2
Aves,Casuarius,bennetti,Dwarf cassowary,35.0,26.0,acceptable,captivity,AnAge,AnAge,Casuarius bennetti,1.5440680443502757,1.414973347970818,0
Aves,Casuarius,unappendiculatus,Northern cassowary,47.3,22.0,acceptable,captivity,AnAge,AnAge,Casuarius unappendiculatus,1.6748611407378116,1.3424226808222062,0
Aves,Dromaius,novaehollandiae,Emu,38.925,16.6,acceptable,captivity,AnAge,AnAge,Dromaius novaehollandiae,1.590228621240158,1.2201080880400552,0
Aves,Aethia,cristatella,Crested auklet,0.289,10.8,acceptable,wild,AnAge,AnAge,Aethia cristatella,-0.5391021572434522,1.0334237554869496,-2
Aves,Aethia,pusilla,Least auklet,0.096,8.1,acceptable,wild,AnAge,AnAge,Aethia pusilla,-1.0177287669604316,0.9084850188786497,-2
Aves,Aethia,pygmaea,Whiskered auklet,0.12,15.0,acceptable,wild,AnAge,AnAge,Aethia pygmaea,-0.9208187539523752,1.1760912590556813,-2
Aves,Alca,torda,Razorbill,0.726,42.0,acceptable,wild,AnAge,AnAge,Alca torda,-0.1390633792999063,1.6232492903979006,-2
Aves,Brachyramphus,marmoratus,Marbled murrelet,0.222,10.0,acceptable,wild,AnAge,AnAge,Brachyramphus marmoratus,-0.6536470255493614,1.0,-2
