HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Adult_weight_g,Adult_weight_g,Mass_kg,Max_longevity_yr,Max_longevity_yr,log10M,log10T,Specimen origin,Data quality,Source,Mass_source,Longevity_source,Backfill_note
04033,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Pollachius,pollachius,European pollock,9955,9955.0,9.955,8,8.0,0.9980412643634283,0.9030899869919435,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04034,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Pollachius,virens,Pollock,17600,17600.0,17.6,25,25.0,1.24551266781415,1.3979400086720377,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04037,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Urophycis,tenuis,Mud hake,11550,11550.0,11.55,23,23.0,1.0625819842281632,1.3617278360175928,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04040,Animalia,Chordata,Teleostei,Gadiformes,Macrouridae,Coryphaenoides,rupestris,Rock grenadier,929.5,929.5,0.9295,54,54.0,-0.03175060589208262,1.7323937598229686,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04043,Animalia,Chordata,Teleostei,Gadiformes,Merlucciidae,Macruronus,novaezelandiae,Blue grenadier,825,825.0,0.825,25,25.0,-0.08354605145007495,1.3979400086720377,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04045,Animalia,Chordata,Teleostei,Gadiformes,Merlucciidae,Merluccius,bilinearis,Silver hake,1265,1265.0,1.265,12,12.0,0.10209052551183669,1.0791812460476249,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04047,Animalia,Chordata,Teleostei,Gadiformes,Merlucciidae,Merluccius,merluccius,European hake,8250,8250.0,8.25,20,20.0,0.9164539485499251,1.3010299956639813,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04048,Animalia,Chordata,Teleostei,Gadiformes,Merlucciidae,Merluccius,productus,North pacific hake,654.5,654.5,0.6545,15,15.0,-0.18409034911322542,1.1760912590556813,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04059,Animalia,Chordata,Teleostei,Gonorynchiformes,Chanidae,Chanos,chanos,Milkfish,7700,7700.0,7.7,15,15.0,0.8864907251724818,1.1760912590556813,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04062,Animalia,Chordata,Teleostei,Lophiiformes,Lophiidae,Lophius,americanus,Goosefish,12430,12430.0,12.43,30,30.0,1.0944711286416449,1.4771212547196624,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04064,Animalia,Chordata,Teleostei,Lophiiformes,Lophiidae,Lophius,piscatorius,Anglerfish,31735,31735.0,31.735,24,24.0,1.5015385026499752,1.380211241711606,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04066,Animalia,Chordata,Teleostei,Mugiliformes,Mugilidae,Aldrichetta,forsteri,Yellow-eye mullet,522.5,522.5,0.5225,7,7.0,-0.2819137052169084,0.8450980400142568,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04067,Animalia,Chordata,Teleostei,Mugiliformes,Mugilidae,Chelon,labrosus,Thicklipped mullet,2475,2475.0,2.475,25,25.0,0.39357520326958756,1.3979400086720377,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04068,Animalia,Chordata,Teleostei,Mugiliformes,Mugilidae,Liza,ramado,Thinlip mullet,1595,1595.0,1.595,10,10.0,0.20276068739319994,1.0,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04069,Animalia,Chordata,Teleostei,Mugiliformes,Mugilidae,Mugil,cephalus,Striped mullet,4400,4400.0,4.4,16,16.0,0.6434526764861874,1.2041199826559248,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04074,Animalia,Chordata,Teleostei,Ophidiiformes,Ophidiidae,Genypterus,blacodes,Australian rockling,13750,13750.0,13.75,30,30.0,1.1383026981662814,1.4771212547196624,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04089,Animalia,Chordata,Teleostei,Osteoglossiformes,Hiodontidae,Hiodon,alosoides,Goldeye,946,946.0,0.946,14,14.0,-0.02410886359820726,1.146128035678238,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04090,Animalia,Chordata,Teleostei,Osteoglossiformes,Hiodontidae,Hiodon,tergisus,Mooneye,498.85,498.85,0.49885,10,10.0,-0.3020300234456609,1.0,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04091,Animalia,Chordata,Teleostei,Osteoglossiformes,Mormyridae,Mormyrus,rume,Mormyrids,2915,2915.0,2.915,6,6.0,0.46463855909503293,0.7781512503836436,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04092,Animalia,Chordata,Teleostei,Osteoglossiformes,Mormyridae,Pollimyrus,isidori,Mormyrid,4,4.0,0.004,29,29.0,-2.3979400086720375,1.462397997898956,wild,acceptable,1,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04094,Animalia,Chordata,Teleostei,Osteoglossiformes,Osteoglossidae,Osteoglossum,bicirrhosum,Arawana,2530,2530.0,2.53,6.5,6.5,0.40312052117581787,0.8129133566428556,wild,acceptable,1,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04099,Animalia,Chordata,Teleostei,Perciformes,Anabantidae,Ctenopoma,kingsleyae,Miss Kingsley's climbing perch,68.75,68.75,0.06875,8.7,8.7,-1.1627272974976997,0.9395192526186185,captivity,acceptable,583,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04100,Animalia,Chordata,Teleostei,Perciformes,Arripidae,Arripis,georgianus,Australian ruff,440,440.0,0.44,7,7.0,-0.3565473235138126,0.8450980400142568,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04101,Animalia,Chordata,Teleostei,Perciformes,Arripidae,Arripis,trutta,Australian salmon,5170,5170.0,5.17,26,26.0,0.7134905430939424,1.414973347970818,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04102,Animalia,Chordata,Teleostei,Perciformes,Arripidae,Arripis,truttacea,Western Australian salmon,5775,5775.0,5.775,9,9.0,0.7615519885641819,0.9542425094393249,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04106,Animalia,Chordata,Teleostei,Perciformes,Bramidae,Brama,brama,Atlantic pomfret,3300,3300.0,3.3,9,9.0,0.5185139398778874,0.9542425094393249,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04107,Animalia,Chordata,Teleostei,Perciformes,Bramidae,Taractichthys,steindachneri,Sickle pomfret,6050,6050.0,6.05,8,8.0,0.7817553746524689,0.9030899869919435,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04109,Animalia,Chordata,Teleostei,Perciformes,Carangidae,Caranx,crysos,Blue runner,2777.5,2777.5,2.7775,11,11.0,0.44365406761290516,1.041392685158225,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04110,Animalia,Chordata,Teleostei,Perciformes,Carangidae,Pseudocaranx,dentex,White trevally,9955,9955.0,9.955,49,49.0,0.9980412643634283,1.6901960800285136,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04117,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Ambloplites,rupestris,Rock bass,824,824.0,0.824,18,18.0,-0.08407278830288423,1.255272505103306,unknown,acceptable,,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04118,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Archoplites,interruptus,Sacramento perch,792,792.0,0.792,6,6.0,-0.10127481841050646,0.7781512503836436,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04119,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Centrarchus,macropterus,Flier,308,308.0,0.308,5,5.0,-0.5114492834995558,0.6989700043360189,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04120,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Lepomis,auritus,Redbreast sunfish,467.25,467.25,0.46725,8,8.0,-0.33045068994913035,0.9030899869919435,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04121,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Lepomis,cyanellus,Green sunfish,529,529.0,0.529,9,9.0,-0.2765443279648142,0.9542425094393249,wild,acceptable,1,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04122,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Lepomis,macrochirus,Bluegill,1181.25,1181.25,1.18125,10,10.0,0.07234182151731933,1.0,wild,acceptable,1,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04124,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Lepomis,megalotis,Longear sunfish,434.5,434.5,0.4345,6,6.0,-0.36201021921531473,0.7781512503836436,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04125,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Lepomis,microlophus,Redear sunfish,121,121.0,0.121,7,7.0,-0.9172146296835499,0.8450980400142568,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04127,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Micropterus,dolomieu,Smallmouth bass,2975.5,2975.5,2.9755,26,26.0,0.47355995460081324,1.414973347970818,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04128,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Micropterus,punctulatus,Spotted bass,2557,2557.0,2.557,7,7.0,0.4077307280263355,0.8450980400142568,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04129,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Micropterus,salmoides,Largemouth bass,5527.5,5527.5,5.5275,23,23.0,0.7425287512507515,1.3617278360175928,wild,acceptable,1,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04130,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Pomoxis,annularis,White crappie,1292.5,1292.5,1.2925,10,10.0,0.1114305517659801,1.0,wild,acceptable,1,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04131,Animalia,Chordata,Teleostei,Perciformes,Centrarchidae,Pomoxis,nigromaculatus,Black crappie,1496,1496.0,1.496,15,15.0,0.17493159352844254,1.1760912590556813,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04132,Animalia,Chordata,Teleostei,Perciformes,Centrolophidae,Hyperoglyphe,antarctica,Antarctic butterfish,33000,33000.0,33.0,15,15.0,1.5185139398778875,1.1760912590556813,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04133,Animalia,Chordata,Teleostei,Perciformes,Centrolophidae,Seriolella,brama,Whario,2200,2200.0,2.2,15,15.0,0.3424226808222063,1.1760912590556813,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04135,Animalia,Chordata,Teleostei,Perciformes,Centropomidae,Centropomus,undecimalis,Common snook,13365,13365.0,13.365,7,7.0,1.125968963092556,0.8450980400142568,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04136,Animalia,Chordata,Teleostei,Perciformes,Centropomidae,Lates,niloticus,Snook,110000,110000.0,110.0,7.8,7.8,2.041392685158225,0.8920946026904804,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04145,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Oreochromis,andersonii,Three spotted tilapia,2590.5,2590.5,2.5905,13,13.0,0.41338359662314006,1.1139433523068367,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04148,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,Mozambique mouth-breeder,621.5,621.5,0.6215,11,11.0,-0.2065588670223364,1.041392685158225,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04149,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Oreochromis,niloticus,Nile tilapia,2400,2400.0,2.4,9,9.0,0.38021124171160603,0.9542425094393249,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04151,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Sargochromis,codringtonii,Green happy,1215.5,1215.5,1.2155,7,7.0,0.08475496317935455,0.8450980400142568,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04152,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Sargochromis,giardi,Pink happy,1595,1595.0,1.595,7,7.0,0.20276068739319994,0.8450980400142568,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04153,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Serranochromis,angusticeps,Thinface cichlid,1375,1375.0,1.375,9,9.0,0.13830269816628143,0.9542425094393249,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04154,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Serranochromis,carlottae,Rainbow happy,550,550.0,0.55,6,6.0,-0.2596373105057561,0.7781512503836436,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04155,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Serranochromis,macrocephalus,Purpleface largemouth,825,825.0,0.825,6,6.0,-0.08354605145007495,0.7781512503836436,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04156,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Tilapia,rendalli,Redbreast tilapia,1375,1375.0,1.375,7,7.0,0.13830269816628143,0.8450980400142568,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04157,Animalia,Chordata,Teleostei,Perciformes,Cichlidae,Tilapia,zillii,Redbelly tilapia,165,165.0,0.165,7,7.0,-0.7825160557860937,0.8450980400142568,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04159,Animalia,Chordata,Teleostei,Perciformes,Coryphaenidae,Coryphaena,hippurus,Common dolphinfish,22000,22000.0,22.0,4,4.0,1.3424226808222062,0.6020599913279624,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04161,Animalia,Chordata,Teleostei,Perciformes,Embiotocidae,Amphistichus,argenteus,Barred surfperch,1100,1100.0,1.1,9,9.0,0.04139268515822507,0.9542425094393249,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04163,Animalia,Chordata,Teleostei,Perciformes,Embiotocidae,Embiotoca,jacksoni,Black perch,385,385.0,0.385,10,10.0,-0.4145392704914993,1.0,wild,acceptable,1,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04167,Animalia,Chordata,Teleostei,Perciformes,Gempylidae,Rexea,solandri,Silver gemfish,8800,8800.0,8.8,16,16.0,0.9444826721501687,1.2041199826559248,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04168,Animalia,Chordata,Teleostei,Perciformes,Gempylidae,Thyrsites,atun,Atun,3300,3300.0,3.3,10,10.0,0.5185139398778874,1.0,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04190,Animalia,Chordata,Teleostei,Perciformes,Haemulidae,Haemulon,sciurus,Bluestriped grunt,412.5,412.5,0.4125,12,12.0,-0.38457604711405613,1.0791812460476249,wild,acceptable,1,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04191,Animalia,Chordata,Teleostei,Perciformes,Haemulidae,Orthopristis,chrysoptera,Pigfish,500,500.0,0.5,4,4.0,-0.3010299956639812,0.6020599913279624,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04193,Animalia,Chordata,Teleostei,Perciformes,Istiophoridae,Istiophorus,platypterus,Atlantic sailfish,55110,55110.0,55.11,13,13.0,1.7412304110254708,1.1139433523068367,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04194,Animalia,Chordata,Teleostei,Perciformes,Istiophoridae,Makaira,nigricans,"Atlantic blue marlin, or Black spearfish",93500,93500.0,93.5,28,28.0,1.9708116108725178,1.4471580313422192,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04198,Animalia,Chordata,Teleostei,Perciformes,Labridae,Labrus,bergylta,Ballan wrasse,2392.5,2392.5,2.3925,29,29.0,0.3788519464488812,1.462397997898956,unknown,acceptable,523,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04203,Animalia,Chordata,Teleostei,Perciformes,Labridae,Tautoga,onitis,Tautog,6215,6215.0,6.215,34,34.0,0.7934411329776636,1.5314789170422551,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04204,Animalia,Chordata,Teleostei,Perciformes,Labridae,Tautogolabrus,adspersus,Cunner,550,550.0,0.55,6,6.0,-0.2596373105057561,0.7781512503836436,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04212,Animalia,Chordata,Teleostei,Perciformes,Lethrinidae,Lethrinus,miniatus,Lipper,5280,5280.0,5.28,22,22.0,0.7226339225338123,1.3424226808222062,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04213,Animalia,Chordata,Teleostei,Perciformes,Lethrinidae,Lethrinus,nebulosus,North-West snapper,4620,4620.0,4.62,27,27.0,0.6646419755561255,1.4313637641589874,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04216,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Aprion,virescens,Blue-gray snapper,8470,8470.0,8.47,21,21.0,0.927883410330707,1.3222192947339193,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04218,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,analis,Mutton snapper,8580,8580.0,8.58,29,29.0,0.9334872878487055,1.462397997898956,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04219,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,argentimaculatus,Mangrove jack,4785,4785.0,4.785,18,18.0,0.6798819421128623,1.255272505103306,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04220,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,bohar,Red bass,6875,6875.0,6.875,13,13.0,0.8372727025023002,1.1139433523068367,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04221,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,campechanus,Northern red snapper,12540,12540.0,12.54,57,57.0,1.0982975364946976,1.7558748556724915,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04227,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,malabaricus,Malabar blood snapper,4350.5,4350.5,4.3505,31,31.0,0.6385391729919204,1.4913616938342726,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04228,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,peru,Pacific red snapper,3195.5,3195.5,3.1955,7.2,7.2,0.5045388218845746,0.8573324964312685,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04229,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,purpureus,Caribbean red snapper,5500,5500.0,5.5,18,18.0,0.7403626894942439,1.255272505103306,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04231,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,sanguineus,Saddletailed sea perch,12650,12650.0,12.65,13,13.0,1.1020905255118367,1.1139433523068367,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04232,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,sebae,Emperor snapper,17985,17985.0,17.985,35,35.0,1.2549104421545298,1.5440680443502757,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04233,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,synagris,Lane snapper,1941.5,1941.5,1.9415,10,10.0,0.2881373948820664,1.0,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04235,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Ocyurus,chrysurus,Yellowtail snapper,2238.5,2238.5,2.2385,14,14.0,0.3499570987194639,1.146128035678238,unknown,acceptable,523,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04236,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Pristipomoides,filamentosus,Crimson jobfish,4484.7,4484.7,4.4847,18,18.0,0.6517333966103818,1.255272505103306,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04238,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Pristipomoides,typus,Sharptooth jobfish,1210,1210.0,1.21,11,11.0,0.08278537031645007,1.041392685158225,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04239,Animalia,Chordata,Teleostei,Perciformes,Lutjanidae,Rhomboplites,aurorubens,Vermilion snapper,1743.5,1743.5,1.7435,10,10.0,0.24142195171199538,1.0,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04240,Animalia,Chordata,Teleostei,Perciformes,Malacanthidae,Branchiostegus,japonicus,Red tilefish,687.5,687.5,0.6875,12,12.0,-0.16272729749769974,1.0791812460476249,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04241,Animalia,Chordata,Teleostei,Perciformes,Malacanthidae,Caulolatilus,microps,Blueline tilefish,3850,3850.0,3.85,15,15.0,0.5854607295085006,1.1760912590556813,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
