HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Adult_weight_g,Adult_weight_g,Mass_kg,Max_longevity_yr,Max_longevity_yr,log10M,log10T,Specimen origin,Data quality,Source,Mass_source,Longevity_source,Backfill_note
03750,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,sonoriense,Sonoran mud turtle,326,326.0,0.326,36.5,36.5,-0.48678239993206096,1.5622928644564746,captivity,acceptable,485,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03751,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,subrubrum,Common mud turtle,154.7,154.7,0.15469999999999998,40,40.0,-0.8105096863006326,1.6020599913279625,wild,acceptable,1,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03752,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Staurotypus,salvinii,Pacific Coast giant musk turtle,900,900.0,0.9,26.3,26.3,-0.045757490560675115,1.4199557484897578,captivity,acceptable,451,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03753,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Staurotypus,triporcatus,Mexican giant musk turtle,4200,4200.0,4.2,33.5,33.5,0.6232492903979004,1.5250448070368452,captivity,acceptable,451,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03754,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Sternotherus,carinatus,"Razor-backed musk turtle, or Keel-backed musk turtle",248,248.0,0.248,29.3,29.3,-0.6055483191737837,1.4668676203541096,captivity,acceptable,451,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03755,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Sternotherus,minor,Loggerhead musk turtle,154.5,154.5,0.1545,23.9,23.9,-0.8110715162391465,1.3783979009481377,captivity,acceptable,485,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03756,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Sternotherus,odoratus,Stinkpot,137.9,137.9,0.1379,54.8,54.8,-0.8604357338241502,1.7387805584843692,captivity,acceptable,485,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03757,Animalia,Chordata,Reptilia,Testudines,Pelomedusidae,Pelomedusa,subrufa,Helmeted turtle,2273,2273.0,2.273,20.1,20.1,0.3565994357249708,1.3031960574204888,captivity,acceptable,451,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03762,Animalia,Chordata,Reptilia,Testudines,Podocnemididae,Podocnemis,expansa,South American river turtle,25800,25800.0,25.8,25.3,25.3,1.41161970596323,1.403120521175818,captivity,acceptable,485,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03764,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Aldabrachelys,gigantea,Aldabra tortoise,117200,117200.0,117.2,152,152.0,2.0689276116820716,2.1818435879447726,captivity,acceptable,527,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03766,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Centrochelys,sulcata,African spurred tortoise,43000,43000.0,43.0,54.3,54.3,1.6334684555795866,1.734799829588847,captivity,acceptable,451,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03770,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Geochelone,elegans,Indian star tortoise,4225,4225.0,4.225,24.3,24.3,0.6258267132857112,1.3856062735983121,captivity,acceptable,451,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03771,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,agassizii,Desert tortoise,2784,2784.0,2.784,62.8,62.8,0.44466923093852445,1.797959643737196,captivity,acceptable,451,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03772,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,berlandieri,Berlandier's tortoise,1792,1792.0,1.792,30.7,30.7,0.2533380053261064,1.4871383754771865,captivity,acceptable,451,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03774,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Homopus,areolatus,Parrot-beaked tortoise,229.4,229.4,0.2294,28.6,28.6,-0.6394065864347511,1.4563660331290431,captivity,acceptable,451,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03776,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Indotestudo,forstenii,Travancore tortoise,1680,1680.0,1.68,32.9,32.9,0.22530928172586284,1.5171958979499742,captivity,acceptable,451,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03777,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Kinixys,belliana,"Bell's hinge-back tortoise, or Hingeback tortoise",1202,1202.0,1.202,26.5,26.5,0.0799044676667207,1.423245873936808,captivity,acceptable,451,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03779,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Malacochersus,tornieri,Pancake tortoise,391.25,391.25,0.39125,25.9,25.9,-0.4075456494454951,1.413299764081252,captivity,acceptable,451,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03780,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Manouria,emys,"Asian brown tortoise, or East Indian upland tortoise",26000,26000.0,26.0,19.9,19.9,1.414973347970818,1.2988530764097066,captivity,acceptable,451,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03781,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Stigmochelys,pardalis,Leopard tortoise,20000,20000.0,20.0,30,30.0,1.3010299956639813,1.4771212547196624,captivity,acceptable,451,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03782,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Testudo,graeca,Mediterranean spur-thighed tortoise,1430,1430.0,1.43,127,127.0,0.1553360374650618,2.103803720955957,captivity,acceptable,451,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03784,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Testudo,kleinmanni,Egyptian tortoise,440,440.0,0.44,21,21.0,-0.3565473235138126,1.3222192947339193,captivity,acceptable,451,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03785,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Testudo,marginata,Marginated tortoise,1918,1918.0,1.918,21.2,21.2,0.28284860283464475,1.3263358609287514,captivity,acceptable,451,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03786,Animalia,Chordata,Reptilia,Testudines,Trionychidae,Apalone,ferox,Florida softshell turtle,23463,23463.0,23.463,26.2,26.2,1.3703835406076539,1.4183012913197455,captivity,acceptable,451,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03788,Animalia,Chordata,Reptilia,Testudines,Trionychidae,Apalone,spinifera,Spiny softshell turtle,4765,4765.0,4.765,25.2,25.2,0.6780629049743452,1.4014005407815442,captivity,acceptable,485,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03789,Animalia,Chordata,Reptilia,Testudines,Trionychidae,Lissemys,punctata,Indian flapshell turtle,1444.5,1444.5,1.4445,17.8,17.8,0.15971754618021572,1.250420002308894,captivity,acceptable,451,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03791,Animalia,Chordata,Reptilia,Testudines,Trionychidae,Trionyx,triunguis,African softshell turtle,10818,10818.0,10.818,50.6,50.6,1.0341469771060456,1.7041505168397992,captivity,acceptable,451,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03792,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,anguilla,European eel,3629.45,3629.45,3.62945,88,88.0,0.5598408178563664,1.9444826721501687,captivity,acceptable,2,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03793,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,australis,Shortfin eel,4100,4100.0,4.1,32,32.0,0.6127838567197355,1.505149978319906,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03795,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,dieffenbachii,New Zealand longfin eel,13000,13000.0,13.0,60,60.0,1.1139433523068367,1.7781512503836436,wild,acceptable,523,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03796,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,marmorata,Marbled eel,11275,11275.0,11.275,40,40.0,1.052116550549998,1.6020599913279625,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03797,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,mossambica,African longfin eel,412.5,412.5,0.4125,20,20.0,-0.38457604711405613,1.3010299956639813,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03798,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,nebulosa,Long-finned eel,11000,11000.0,11.0,15,15.0,1.041392685158225,1.1760912590556813,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03799,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,reinhardtii,Speckled longfin eel,8965,8965.0,8.965,41,41.0,0.9525502938982017,1.6127838567197355,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03800,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,rostrata,American eel,4031.5,4031.5,4.0315,50,50.0,0.6054666641353719,1.6989700043360187,captivity,acceptable,583,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03811,Animalia,Chordata,Teleostei,Beloniformes,Hemiramphidae,Hyporhamphus,melanochir,Dusky sea garfish,330,330.0,0.33,10,10.0,-0.4814860601221125,1.0,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03814,Animalia,Chordata,Teleostei,Beryciformes,Trachichthyidae,Hoplostethus,atlanticus,Orange roughy,3850,3850.0,3.85,149,149.0,0.5854607295085006,2.173186268412274,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03816,Animalia,Chordata,Teleostei,Characiformes,Alestiidae,Brycinus,imberi,Spot-tail,165,165.0,0.165,5,5.0,-0.7825160557860937,0.6989700043360189,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03817,Animalia,Chordata,Teleostei,Characiformes,Alestiidae,Brycinus,macrolepidotus,Silversides,1100,1100.0,1.1,5,5.0,0.04139268515822507,0.6989700043360189,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03818,Animalia,Chordata,Teleostei,Characiformes,Alestiidae,Hydrocynus,vittatus,Tiger fish,15400,15400.0,15.4,8,8.0,1.187520720836463,0.9030899869919435,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03819,Animalia,Chordata,Teleostei,Characiformes,Alestiidae,Micralestes,acutidens,Sharptooth tetra,1.1,1.1,0.0011,3,3.0,-2.958607314841775,0.47712125471966244,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03821,Animalia,Chordata,Teleostei,Characiformes,Characidae,Piaractus,brachypomus,Pirapitinga,13750,13750.0,13.75,28,28.0,1.1383026981662814,1.4471580313422192,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03822,Animalia,Chordata,Teleostei,Characiformes,Citharinidae,Distichodus,niloticus,Nile distichodus,3410,3410.0,3.41,7.5,7.5,0.5327543789924978,0.8750612633917001,captivity,acceptable,583,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03823,Animalia,Chordata,Teleostei,Characiformes,Hepsetidae,Hepsetus,odoe,Pike characid,2200,2200.0,2.2,5,5.0,0.3424226808222063,0.6989700043360189,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03824,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,aestivalis,Blueback shad,110,110.0,0.11,8,8.0,-0.958607314841775,0.9030899869919435,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03825,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,agone,Twaite shad,825,825.0,0.825,25,25.0,-0.08354605145007495,1.3979400086720377,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03827,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,alosa,Alice shad,2200,2200.0,2.2,10,10.0,0.3424226808222063,1.0,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03828,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,caspia,Caspian shad,65,65.0,0.065,7,7.0,-1.1870866433571443,0.8450980400142568,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03829,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,chrysochloris,Blue herring,935,935.0,0.935,4,4.0,-0.029188389127482197,0.6020599913279624,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03830,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,macedonica,Macedonia shad,330,330.0,0.33,10,10.0,-0.4814860601221125,1.0,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03833,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,pseudoharengus,Alewife,110,110.0,0.11,8,8.0,-0.958607314841775,0.9030899869919435,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03834,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Alosa,sapidissima,American shad,3025,3025.0,3.025,13,13.0,0.48072537898848766,1.1139433523068367,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03839,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Dorosoma,cepedianum,American gizzard shad,1089,1089.0,1.089,6,6.0,0.03702787975577494,0.7781512503836436,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03846,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Sardinella,aurita,Round sardinella,125.95,125.95,0.12595,7,7.0,-0.8998018281658682,0.8450980400142568,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03848,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Sardinella,longiceps,Indian oil sardine,110,110.0,0.11,4,4.0,-0.958607314841775,0.6020599913279624,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03849,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Sardinops,sagax,Pacific sardine,267.3,267.3,0.26730000000000004,25,25.0,-0.5730010412434627,1.3979400086720377,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03860,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Carpiodes,carpio,River carpsucker,2524.5,2524.5,2.5245,10,10.0,0.40217537503150513,1.0,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03861,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Carpiodes,cyprinus,Quillback,1617,1617.0,1.617,11,11.0,0.20871001990640112,1.041392685158225,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03863,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Catostomus,catostomus,Longnose sucker,1800,1800.0,1.8,20,20.0,0.25527250510330607,1.3010299956639813,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03864,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Catostomus,commersonii,White sucker,1617,1617.0,1.617,12,12.0,0.20871001990640112,1.0791812460476249,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03871,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Chasmistes,cujus,Cui-ui,1496,1496.0,1.496,41,41.0,0.17493159352844254,1.6127838567197355,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03877,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Hypentelium,nigricans,Northern hog sucker,700,700.0,0.7,11,11.0,-0.1549019599857432,1.041392685158225,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03879,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Ictiobus,bubalus,Smallmouth buffalo,20515,20515.0,20.515,39,39.0,1.3120715213029315,1.591064607026499,wild,acceptable,1402,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03880,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Ictiobus,cyprinellus,Bigmouth buffalo,17545,17545.0,17.545,112,112.0,1.244153372551425,2.0492180226701815,wild,acceptable,1378,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03881,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Ictiobus,niger,Black buffalo,15785,15785.0,15.785,24,24.0,1.198244586228236,1.380211241711606,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03882,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Minytrema,melanops,Spotted sucker,676.5,676.5,0.6765,6,6.0,-0.16973219906635822,0.7781512503836436,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03883,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Moxostoma,anisurum,Silver redhorse,5940,5940.0,5.94,10,10.0,0.7737864449811935,1.0,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03886,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Moxostoma,duquesnii,Black redhorse,1250,1250.0,1.25,10,10.0,0.09691001300805642,1.0,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03887,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Moxostoma,erythrurum,Golden redhorse,2244,2244.0,2.244,11,11.0,0.35102285258412386,1.041392685158225,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03888,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Moxostoma,macrolepidotum,Shorthead redhorse,2194.5,2194.5,2.1945,9,9.0,0.3413355851809921,0.9542425094393249,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03893,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Aspius,aspius,Asp,4950,4950.0,4.95,11,11.0,0.6946051989335688,1.041392685158225,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03895,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Barbus,mattozi,Papermouth,745.25,745.25,0.74525,9,9.0,-0.12769801529533165,0.9542425094393249,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03898,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Ctenopharyngodon,idella,Silver orfe,24750,24750.0,24.75,21,21.0,1.3935752032695876,1.3222192947339193,unknown,acceptable,523,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03899,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Cyprinus,carpio,Common carp,10600,10600.0,10.6,47,47.0,1.0253058652647702,1.6720978579357175,captivity,acceptable,1,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03902,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Labeo,altivelis,Rednose labeo,1980,1980.0,1.98,9,9.0,0.2966651902615311,0.9542425094393249,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03903,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Labeo,rohita,Rohu,24750,24750.0,24.75,10,10.0,1.3935752032695876,1.0,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03904,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Labeobarbus,aeneus,Smallmouth yellowfish,4310.35,4310.35,4.310350000000001,12,12.0,0.634512536262166,1.0791812460476249,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03905,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Leuciscus,cephalus,European chub,4400,4400.0,4.4,22,22.0,0.6434526764861874,1.3424226808222062,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03910,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Abramis,brama,Bream,3305.5,3305.5,3.3055,23,23.0,0.5192371614969833,1.3617278360175928,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03912,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Chondrostoma,nasus,Sneep,825,825.0,0.825,15,15.0,-0.08354605145007495,1.1760912590556813,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03930,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Leuciscus,idus,Ide,2200,2200.0,2.2,29.8,29.8,0.3424226808222063,1.4742162640762553,captivity,acceptable,583,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03931,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Leuciscus,leuciscus,Common dace,550,550.0,0.55,16,16.0,-0.2596373105057561,1.2041199826559248,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03967,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Oreoleuciscus,humilis,Dwarf altai osman,13.75,13.75,0.01375,15,15.0,-1.8616973018337186,1.1760912590556813,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03968,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Oreoleuciscus,potanini,Altai osman,5500,5500.0,5.5,40,40.0,0.7403626894942439,1.6020599913279625,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03969,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Pelecus,cultratus,Ziege,1100,1100.0,1.1,11,11.0,0.04139268515822507,1.041392685158225,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03982,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Rutilus,frisii,Kutum,2750,2750.0,2.75,12,12.0,0.43933269383026263,1.0791812460476249,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03983,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Rutilus,rutilus,Roach,1012,1012.0,1.012,14,14.0,0.005180512503780314,1.146128035678238,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
03984,Animalia,Chordata,Teleostei,Cypriniformes,Leuciscidae,Scardinius,erythrophthalmus,Pearl roach,1153.35,1153.35,1.1533499999999999,19,19.0,0.06196111995958764,1.2787536009528289,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04009,Animalia,Chordata,Teleostei,Elopiformes,Megalopidae,Megalops,atlanticus,Tarpon,88550,88550.0,88.55,55,55.0,1.9471885655260937,1.7403626894942439,wild,acceptable,22,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04010,Animalia,Chordata,Teleostei,Elopiformes,Megalopidae,Megalops,cyprinoides,Oxeye,9900,9900.0,9.9,44,44.0,0.9956351945975499,1.6434526764861874,wild,acceptable,1,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04011,Animalia,Chordata,Teleostei,Esociformes,Esocidae,Esox,lucius,Northern pike,15620,15620.0,15.62,30,30.0,1.1936810295412816,1.4771212547196624,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04012,Animalia,Chordata,Teleostei,Esociformes,Esocidae,Esox,masquinongy,Muskellunge,17490,17490.0,17.49,30,30.0,1.2427898094786765,1.4771212547196624,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04013,Animalia,Chordata,Teleostei,Esociformes,Esocidae,Esox,niger,Chain pickerel,2337.5,2337.5,2.3375,9,9.0,0.3687516195445554,0.9542425094393249,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04014,Animalia,Chordata,Teleostei,Esociformes,Umbridae,Dallia,pectoralis,Alaska blackfish,201.3,201.3,0.2013,8,8.0,-0.6961562251113455,0.9030899869919435,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04017,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Brosme,brosme,Cusk,16500,16500.0,16.5,20,20.0,1.2174839442139063,1.3010299956639813,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04019,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Eleginus,gracilis,Saffron cod,605,605.0,0.605,12,12.0,-0.21824462534753114,1.0791812460476249,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04022,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,chalcogrammus,Alaska pollock,770,770.0,0.77,15,15.0,-0.11350927482751812,1.1760912590556813,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04023,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,macrocephalus,Pacific cod,12485,12485.0,12.485,18,18.0,1.0963885466873666,1.255272505103306,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04024,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,morhua,Atlantic cod,52800,52800.0,52.8,25,25.0,1.722633922533812,1.3979400086720377,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04026,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Lota,lota,Burbot,18700,18700.0,18.7,20,20.0,1.271841606536499,1.3010299956639813,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04027,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Melanogrammus,aeglefinus,Haddock,9240,9240.0,9.24,20,20.0,0.9656719712201067,1.3010299956639813,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04028,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Merlangius,merlangus,English whiting,1700,1700.0,1.7,20,20.0,0.2304489213782739,1.3010299956639813,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04029,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Micromesistius,poutassou,Blue whiting,456.5,456.5,0.4565,20,20.0,-0.34055921812968226,1.3010299956639813,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04030,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Molva,dypterygia,Blue ling,16500,16500.0,16.5,25,25.0,1.2174839442139063,1.3979400086720377,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
04032,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Phycis,blennoides,Greater forkbeard,1947,1947.0,1.947,20,20.0,0.2893659515200317,1.3010299956639813,wild,acceptable,454,AnAge (Adult weight (g)),AnAge (Maximum longevity (yrs)),
