Class,Genus,Species,Common_name,Mass_kg,Max_longevity_yr,Data_quality,Specimen_origin,Mass_source,Longevity_source
Aves,Sternula,albifrons,Little tern,0.031,23.9,acceptable,wild,AnAge,AnAge
Aves,Sternula,antillarum,Least tern,0.04,24.1,acceptable,wild,AnAge,AnAge
Aves,Sternula,nereis,Fairy tern,0.07215,17.2,acceptable,wild,AnAge,AnAge
Aves,Thalasseus,bengalensis,Lesser crested tern,0.213,14.0,acceptable,wild,AnAge,AnAge
Aves,Thalasseus,bergii,Greater crested tern,0.3345,32.2,acceptable,wild,AnAge,AnAge
Aves,Thalasseus,elegans,Elegant tern,0.251,20.9,acceptable,wild,AnAge,AnAge
Aves,Thalasseus,maximus,Royal tern,0.373,28.6,acceptable,wild,AnAge,AnAge
Aves,Thalasseus,sandvicensis,Sandwich tern,0.25,30.8,acceptable,unknown,AnAge,AnAge
Aves,Pedionomus,torquatus,Plains-wanderer,0.0678,2.3,acceptable,wild,AnAge,AnAge
Aves,Cladorhynchus,leucocephalus,Banded stilt,0.21525,11.3,acceptable,wild,AnAge,AnAge
Aves,Himantopus,himantopus,Black-winged stilt,0.161,16.0,acceptable,wild,AnAge,AnAge
Aves,Himantopus,mexicanus,Black-necked (Hawaiian) stilt,0.186,25.0,acceptable,captivity,AnAge,AnAge
Aves,Recurvirostra,avosetta,Pied avocet,0.304,27.8,acceptable,wild,AnAge,AnAge
Aves,Actitis,hypoleucos,Common sandpiper,0.048,14.5,acceptable,wild,AnAge,AnAge
Aves,Actitis,macularius,Spotted sandpiper,0.034,12.0,acceptable,wild,AnAge,AnAge
Aves,Arenaria,interpres,Ruddy turnstone,0.136,22.3,acceptable,wild,AnAge,AnAge
Aves,Bartramia,longicauda,Upland sandpiper,0.141,8.9,acceptable,wild,AnAge,AnAge
Aves,Calidris,alba,Sanderling,0.05,18.6,acceptable,wild,AnAge,AnAge
Aves,Calidris,alpina,Dunlin,0.0525,28.8,acceptable,wild,AnAge,AnAge
Aves,Calidris,canutus,Red knot,0.135,27.3,acceptable,wild,AnAge,AnAge
Aves,Calidris,ferruginea,Curlew sandpiper,0.0581,19.7,acceptable,wild,AnAge,AnAge
Aves,Calidris,himantopus,Stilt sandpiper,0.0573,11.1,acceptable,wild,AnAge,AnAge
Aves,Calidris,maritima,Purple sandpiper,0.06520000000000001,20.8,acceptable,wild,AnAge,AnAge
Aves,Calidris,mauri,Western sandpiper,0.02619,9.2,acceptable,wild,AnAge,AnAge
Aves,Calidris,minuta,Little stint,0.0211,14.7,acceptable,wild,AnAge,AnAge
Aves,Calidris,minutilla,Least sandpiper,0.026,16.0,acceptable,wild,AnAge,AnAge
Aves,Calidris,pusilla,Semipalmated sandpiper,0.027,19.3,acceptable,wild,AnAge,AnAge
Aves,Calidris,ruficollis,Red-necked stint,0.026949999999999998,21.8,acceptable,wild,AnAge,AnAge
Aves,Calidris,temminckii,Temminck's stint,0.023,12.9,acceptable,wild,AnAge,AnAge
Aves,Calidris,tenuirostris,Great knot,0.179167,20.9,acceptable,wild,AnAge,AnAge
Aves,Gallinago,delicata,Wilson's snipe,0.122,9.2,acceptable,wild,AnAge,AnAge
Aves,Gallinago,gallinago,Common snipe,0.1316,18.2,acceptable,wild,AnAge,AnAge
Aves,Limicola,falcinellus,Broad-billed sandpiper,0.0371,11.6,acceptable,wild,AnAge,AnAge
Aves,Limnodromus,griseus,Short-billed dowitcher,0.105,13.3,acceptable,wild,AnAge,AnAge
Aves,Limnodromus,scolopaceus,Long-billed dowitcher,0.13,13.2,acceptable,wild,AnAge,AnAge
Aves,Limosa,fedoa,Marbled godwit,0.336,13.7,acceptable,wild,AnAge,AnAge
Aves,Limosa,lapponica,Bar-tailed godwit,0.322,34.0,acceptable,wild,AnAge,AnAge
Aves,Limosa,limosa,Black-tailed godwit,0.294,23.6,acceptable,wild,AnAge,AnAge
Aves,Lymnocryptes,minimus,Jack snipe,0.0502,12.3,acceptable,wild,AnAge,AnAge
Aves,Numenius,arquata,Eurasian curlew,0.728,31.8,acceptable,wild,AnAge,AnAge
Aves,Numenius,madagascariensis,Eastern curlew,0.82475,19.1,acceptable,wild,AnAge,AnAge
Aves,Numenius,phaeopus,Whimbrel,0.36569999999999997,24.2,acceptable,wild,AnAge,AnAge
Aves,Numenius,tahitiensis,Bristle-thighed curlew,0.4086,23.8,acceptable,wild,AnAge,AnAge
Aves,Phalaropus,lobatus,Red-necked phalarope,0.0338,12.9,acceptable,wild,AnAge,AnAge
Aves,Phalaropus,tricolor,Wilson's phalarope,0.057,10.0,acceptable,wild,AnAge,AnAge
Aves,Philomachus,pugnax,Ruff,0.136,13.9,acceptable,wild,AnAge,AnAge
Aves,Scolopax,minor,American woodcock,0.1975,20.9,acceptable,wild,AnAge,AnAge
Aves,Scolopax,rusticola,Eurasian woodcock,0.3083,15.5,acceptable,wild,AnAge,AnAge
Aves,Tringa,erythropus,Spotted redshank,0.158,8.6,acceptable,wild,AnAge,AnAge
Aves,Tringa,glareola,Wood sandpiper,0.0625,11.7,acceptable,wild,AnAge,AnAge
Aves,Tringa,nebularia,Common greenshank,0.187,24.4,acceptable,wild,AnAge,AnAge
Aves,Tringa,ochropus,Green sandpiper,0.09,11.5,acceptable,wild,AnAge,AnAge
Aves,Tringa,semipalmata,Willet,0.27,12.6,acceptable,wild,AnAge,AnAge
Aves,Tringa,stagnatilis,Marsh sandpiper,0.0775,8.5,acceptable,wild,AnAge,AnAge
Aves,Tringa,totanus,Common redshank,0.149,26.9,acceptable,wild,AnAge,AnAge
Aves,Xenus,cinereus,Terek sandpiper,0.0788,16.9,acceptable,wild,AnAge,AnAge
Aves,Stercorarius,antarcticus,Brown skua,1.687,28.8,acceptable,wild,AnAge,AnAge
Aves,Stercorarius,longicaudus,Long-tailed jaeger,0.298,14.0,acceptable,wild,AnAge,AnAge
Aves,Stercorarius,maccormicki,South polar skua,1.349,23.5,acceptable,wild,AnAge,AnAge
Aves,Stercorarius,parasiticus,Parasidic jaeger,0.4455,31.1,acceptable,wild,AnAge,AnAge
Aves,Stercorarius,skua,Great skua,1.34,35.9,acceptable,wild,AnAge,AnAge
Aves,Ciconia,abdimii,Abdim's stork,1.398,21.6,acceptable,captivity,AnAge,AnAge
Aves,Ciconia,boyciana,Oriental white stork,4.8505,48.1,acceptable,captivity,AnAge,AnAge
Aves,Ciconia,ciconia,European white stork,3.35,39.0,acceptable,wild,AnAge,AnAge
Aves,Ciconia,episcopus,Woolly-necked stork,2.061,32.0,acceptable,captivity,AnAge,AnAge
Aves,Ciconia,maguari,Maguari stork,4.0,20.4,acceptable,captivity,AnAge,AnAge
Aves,Ciconia,nigra,Black stork,2.926,31.3,acceptable,captivity,AnAge,AnAge
Aves,Ephippiorhynchus,asiaticus,Black-necked stork,4.1,34.0,acceptable,captivity,AnAge,AnAge
Aves,Ephippiorhynchus,senegalensis,Saddle-billed stork,6.1625,30.2,acceptable,captivity,AnAge,AnAge
Aves,Jabiru,mycteria,Jabiru,5.47,27.4,acceptable,captivity,AnAge,AnAge
Aves,Leptoptilos,crumeniferus,Marabou,8.0,44.7,acceptable,captivity,AnAge,AnAge
Aves,Leptoptilos,javanicus,Lesser adjutant,5.71,31.1,acceptable,captivity,AnAge,AnAge
Aves,Mycteria,americana,Wood stork,2.5,27.0,acceptable,captivity,AnAge,AnAge
Aves,Mycteria,ibis,Yellow-billed stork,2.1665,19.1,acceptable,captivity,AnAge,AnAge
Aves,Mycteria,leucocephala,Painted stork,3.18,28.6,acceptable,captivity,AnAge,AnAge
Aves,Colius,striatus,Speckled mousebird,0.051,11.5,acceptable,captivity,AnAge,AnAge
Aves,Caloenas,nicobarica,Nicobar pigeon,0.519,20.5,acceptable,captivity,AnAge,AnAge
Aves,Chalcophaps,indica,Common emerald dove,0.136983,12.0,acceptable,wild,AnAge,AnAge
Aves,Columba,livia,Rock dove,0.35869999999999996,35.0,high,captivity,AnAge,AnAge
Aves,Columba,oenas,"Stock dove, or Stock pigeon",0.291,12.6,acceptable,wild,AnAge,AnAge
Aves,Columba,palumbus,Common wood-pigeon,0.49,17.7,acceptable,wild,AnAge,AnAge
Aves,Columbina,inca,Inca dove,0.05,13.3,acceptable,captivity,AnAge,AnAge
Aves,Columbina,passerina,Common ground dove,0.035,7.2,acceptable,wild,AnAge,AnAge
Aves,Ducula,bicolor,Pied imperial pigeon,0.45755,14.0,acceptable,wild,AnAge,AnAge
Aves,Geopelia,humeralis,Bar-shouldered dove,0.12865000000000001,14.0,acceptable,wild,AnAge,AnAge
Aves,Geopelia,striata,Zebra dove,0.056600000000000004,18.7,acceptable,wild,AnAge,AnAge
Aves,Leptotila,verreauxi,White-tipped dove,0.1475,8.6,acceptable,wild,AnAge,AnAge
Aves,Leucosarcia,melanoleuca,Wonga pigeon,0.429,16.3,acceptable,captivity,AnAge,AnAge
Aves,Ocyphaps,lophotes,Crested pigeon,0.2045,17.3,acceptable,wild,AnAge,AnAge
Aves,Patagioenas,fasciata,Band-tailed pigeon,0.315,18.5,acceptable,wild,AnAge,AnAge
Aves,Patagioenas,leucocephala,White-crowned pigeon,0.247,14.4,acceptable,wild,AnAge,AnAge
Aves,Phaps,chalcoptera,Common bronzewing,0.3385,5.1,acceptable,wild,AnAge,AnAge
Aves,Streptopelia,chinensis,Spotted dove,0.159,16.7,acceptable,wild,AnAge,AnAge
Aves,Streptopelia,decaocto,Eurasian collared-dove,0.1574,17.9,acceptable,captivity,AnAge,AnAge
Aves,Streptopelia,turtur,European turtle-dove,0.132,13.2,acceptable,wild,AnAge,AnAge
Aves,Zenaida,asiatica,White-winged dove,0.14,25.0,acceptable,unknown,AnAge,AnAge
Aves,Zenaida,macroura,Mourning dove,0.119,31.3,acceptable,wild,AnAge,AnAge
Aves,Alcedo,atthis,Common kingfisher,0.0314,21.0,acceptable,wild,AnAge,AnAge
Aves,Ceryle,rudis,Pied kingfisher,0.0844,3.9,acceptable,wild,AnAge,AnAge
Aves,Chloroceryle,americana,Green kingfisher,0.034,5.0,acceptable,wild,AnAge,AnAge
Aves,Dacelo,novaeguineae,Laughing kookaburra,0.305,26.8,acceptable,captivity,AnAge,AnAge
Aves,Halcyon,smyrnensis,White-throated kingfisher,0.09140000000000001,5.5,acceptable,wild,AnAge,AnAge
Aves,Syma,torotoro,Yellow-billed kingfisher,0.04065,5.7,acceptable,wild,AnAge,AnAge
Aves,Tanysiptera,sylvia,Buff-breasted paradise kingfisher,0.049725,9.0,acceptable,wild,AnAge,AnAge
Aves,Coracias,benghalensis,Indian roller,0.158,8.9,acceptable,captivity,AnAge,AnAge
Aves,Coracias,caudatus,Lilac-breasted roller,0.108,13.7,acceptable,captivity,AnAge,AnAge
Aves,Coracias,garrulus,European roller,0.146,9.2,acceptable,wild,AnAge,AnAge
Aves,Merops,apiaster,European bee-eater,0.056600000000000004,5.9,acceptable,wild,AnAge,AnAge
Aves,Merops,bullockoides,White-fronted bee-eater,0.0348,7.0,acceptable,captivity,AnAge,AnAge
Aves,Merops,ornatus,Rainbow bee-eater,0.0295,4.6,acceptable,wild,AnAge,AnAge
Aves,Momotus,mexicanus,Russet-crowned motmot,0.0757,10.4,acceptable,captivity,AnAge,AnAge
Aves,Momotus,momota,Blue-crowned motmot,0.133,20.3,acceptable,captivity,AnAge,AnAge
Aves,Todus,mexicanus,Puerto Rican tody,0.005900000000000001,14.0,acceptable,wild,AnAge,AnAge
Aves,Cacomantis,flabelliformis,Fan-tailed cuckoo,0.04985,6.0,acceptable,wild,AnAge,AnAge
Aves,Cacomantis,variolosus,Brush cuckoo,0.0335083,3.8,acceptable,wild,AnAge,AnAge
Aves,Coccyzus,americanus,Yellow-billed cuckoo,0.0578,5.0,acceptable,wild,AnAge,AnAge
Aves,Coccyzus,erythropthalmus,Black-billed cuckoo,0.0375,5.0,acceptable,wild,AnAge,AnAge
Aves,Cuculus,canorus,"Common cuckoo, or Eurasian cuckoo",0.1115,12.9,acceptable,wild,AnAge,AnAge
Aves,Geococcyx,californianus,Greater roadrunner,0.376,9.0,acceptable,captivity,AnAge,AnAge
Aves,Saurothera,vieilloti,Puerto Rican lizard cuckoo,0.0819,7.6,acceptable,wild,AnAge,AnAge
Aves,Scythrops,novaehollandiae,Channel-billed cuckoo,0.6841,7.3,acceptable,wild,AnAge,AnAge
Aves,Eurypyga,helias,Sunbittern,0.21,15.0,acceptable,captivity,AnAge,AnAge
Aves,Caracara,cheriway,Crested caracara,1.031,25.8,acceptable,captivity,AnAge,AnAge
Aves,Caracara,plancus,Southern caracara,1.348,37.6,acceptable,captivity,AnAge,AnAge
Aves,Falco,berigora,Brown falcon,0.5935,24.0,acceptable,captivity,AnAge,AnAge
Aves,Falco,columbarius,Merlin,0.195,12.7,acceptable,wild,AnAge,AnAge
Aves,Falco,eleonorae,Eleonora's falcon,0.39,11.2,acceptable,wild,AnAge,AnAge
Aves,Falco,femoralis,Aplomado falcon,0.3425,12.0,acceptable,wild,AnAge,AnAge
Aves,Falco,mexicanus,Prairie falcon,0.858,17.2,acceptable,wild,AnAge,AnAge
Aves,Falco,naumanni,Lesser kestrel,0.1525,10.9,acceptable,wild,AnAge,AnAge
Aves,Falco,peregrinus,Peregrine falcon,0.84,25.0,acceptable,unknown,AnAge,AnAge
Aves,Falco,rusticolus,Gyrfalcon,1.4065,13.5,acceptable,wild,AnAge,AnAge
Aves,Falco,sparverius,American kestrel,0.117,17.0,acceptable,captivity,AnAge,AnAge
Aves,Falco,subbuteo,Eurasian hobby,0.2095,14.9,acceptable,wild,AnAge,AnAge
Aves,Falco,subniger,Black falcon,0.692775,11.6,acceptable,wild,AnAge,AnAge
Aves,Falco,tinnunculus,Common kestrel,0.184,23.8,acceptable,wild,AnAge,AnAge
Aves,Falco,vespertinus,Red-footed falcon,0.1525,13.2,acceptable,wild,AnAge,AnAge
Aves,Crax,globulosa,Wattled curassow,2.5,20.0,acceptable,captivity,AnAge,AnAge
Aves,Crax,rubra,Great curassow,4.133,24.0,acceptable,captivity,AnAge,AnAge
Aves,Mitu,tuberosum,Razor-billed curassow,2.813,23.0,acceptable,captivity,AnAge,AnAge
Aves,Ortalis,vetula,Plain chachalaca,0.4955,8.8,acceptable,wild,AnAge,AnAge
Aves,Alectura,lathami,"Australian brushturkey, or Brush turkey",2.34,12.5,acceptable,unknown,AnAge,AnAge
Aves,Leipoa,ocellata,Malleefowl,1.8675,5.1,acceptable,wild,AnAge,AnAge
Aves,Macrocephalon,maleo,Maleo,1.564,23.0,acceptable,captivity,AnAge,AnAge
Aves,Callipepla,californica,California quail,0.138,9.6,acceptable,unknown,AnAge,AnAge
Aves,Callipepla,gambelii,Gambel's quail,0.166,7.4,acceptable,wild,AnAge,AnAge
Aves,Colinus,virginianus,Northern bobwhite,0.194,6.4,acceptable,wild,AnAge,AnAge
Aves,Alectoris,rufa,Red-legged partridge,0.528,6.2,acceptable,captivity,AnAge,AnAge
Aves,Bonasa,umbellus,Ruffed grouse,0.532,11.0,acceptable,unknown,AnAge,AnAge
Aves,Centrocercus,urophasianus,Sage grouse,1.9295,7.0,acceptable,unknown,AnAge,AnAge
Aves,Chrysolophus,amherstiae,Lady Amherst's pheasant,0.738,19.6,acceptable,captivity,AnAge,AnAge
Aves,Coturnix,coturnix,Common quail,0.0965,14.6,acceptable,wild,AnAge,AnAge
Aves,Coturnix,japonica,Japanese quail,0.115,6.0,acceptable,unknown,AnAge,AnAge
Aves,Coturnix,pectoralis,Stubble quail,0.100975,4.2,acceptable,wild,AnAge,AnAge
Aves,Coturnix,ypsilophora,Brown quail,0.1075,4.0,acceptable,wild,AnAge,AnAge
Aves,Dendragapus,obscurus,Blue grouse,1.0585,14.0,acceptable,wild,AnAge,AnAge
Aves,Falcipennis,canadensis,Spruce grouse,0.4173,13.0,acceptable,wild,AnAge,AnAge
Aves,Francolinus,francolinus,Black francolin,0.453,7.0,acceptable,wild,AnAge,AnAge
Aves,Francolinus,pondicerianus,Grey francolin,0.334,8.0,acceptable,wild,AnAge,AnAge
Aves,Gallus,gallus,Red junglefowl,0.7797999999999999,30.0,acceptable,captivity,AnAge,AnAge
Aves,Lagopus,lagopus,Willow ptarmigan,0.595875,9.0,acceptable,wild,AnAge,AnAge
Aves,Lagopus,leucura,White-tailed ptarmigan,0.326,15.0,acceptable,wild,AnAge,AnAge
Aves,Lagopus,muta,Rock ptarmigan,0.5355,11.7,acceptable,wild,AnAge,AnAge
Aves,Lyrurus,tetrix,Eurasian black grouse,1.079,12.2,acceptable,wild,AnAge,AnAge
Aves,Meleagris,gallopavo,Wild turkey,6.05,13.0,acceptable,wild,AnAge,AnAge
Aves,Pavo,cristatus,Indian peafowl,4.2,23.2,acceptable,captivity,AnAge,AnAge
Aves,Perdix,perdix,Grey partridge,0.492,5.2,acceptable,wild,AnAge,AnAge
Aves,Phasianus,colchicus,Common pheasant,1.0948,27.0,high,captivity,AnAge,AnAge
Aves,Polyplectron,napoleonis,Palawan peacock-pheasant,0.55,15.0,acceptable,unknown,AnAge,AnAge
Aves,Syrmaticus,reevesii,Reeves's pheasant,1.239,9.2,acceptable,unknown,AnAge,AnAge
Aves,Tetrao,urogallus,Western capercaillie,2.95,18.0,acceptable,captivity,AnAge,AnAge
Aves,Tetrastes,bonasia,Hazel grouse,0.429,7.2,acceptable,wild,AnAge,AnAge
Aves,Tympanuchus,cupido,Greater prairie chicken,0.908,5.0,acceptable,unknown,AnAge,AnAge
Aves,Tympanuchus,pallidicinctus,Lesser prairie chicken,0.7945,13.5,acceptable,wild,AnAge,AnAge
Aves,Tympanuchus,phasianellus,Sharp-tailed grouse,0.908,7.5,acceptable,unknown,AnAge,AnAge
Aves,Gavia,arctica,Black-throated diver,2.724,28.0,acceptable,wild,AnAge,AnAge
Aves,Gavia,immer,Great northern diver,3.405,24.1,acceptable,wild,AnAge,AnAge
Aves,Gavia,stellata,Red-throated diver,1.816,24.0,acceptable,unknown,AnAge,AnAge
Aves,Anthropoides,virgo,Demoiselle crane,2.4,27.0,high,captivity,AnAge,AnAge
Aves,Balearica,regulorum,Grey crowned crane,3.372,27.2,acceptable,captivity,AnAge,AnAge
Aves,Grus,americana,Whooping crane,7.5,40.0,acceptable,captivity,AnAge,AnAge
Aves,Grus,antigone,Sarus crane,8.663,41.8,acceptable,captivity,AnAge,AnAge
Aves,Grus,canadensis,Sandhill crane,3.89,36.6,acceptable,wild,AnAge,AnAge
Aves,Grus,grus,Common crane,5.5,43.0,acceptable,wild,AnAge,AnAge
Aves,Grus,japonensis,Red-crowned crane,8.5,25.2,acceptable,captivity,AnAge,AnAge
Aves,Grus,leucogeranus,Siberian crane,5.931,36.2,acceptable,captivity,AnAge,AnAge
Aves,Grus,monacha,Hooded crane,3.7,24.0,acceptable,captivity,AnAge,AnAge
Aves,Grus,rubicunda,Brolga,6.2505,33.0,acceptable,captivity,AnAge,AnAge
Aves,Grus,vipio,White-naped crane,5.4,45.0,acceptable,captivity,AnAge,AnAge
Aves,Fulica,americana,American coot,0.45080000000000003,22.3,acceptable,wild,AnAge,AnAge
Aves,Fulica,atra,"Eurasian coot, or Coot",0.7343,20.6,acceptable,wild,AnAge,AnAge
Aves,Gallinula,chloropus,Common moorhen,0.392,18.6,acceptable,wild,AnAge,AnAge
Aves,Gallinula,tenebrosa,Dusky moorhen,0.5315,13.9,acceptable,wild,AnAge,AnAge
Aves,Gallirallus,australis,Weka,0.8993,13.8,acceptable,captivity,AnAge,AnAge
Aves,Gallirallus,sylvestris,Lord howe woodhen,0.496,15.1,acceptable,wild,AnAge,AnAge
Aves,Porphyrio,porphyrio,Purple swamphen,0.85,8.4,acceptable,wild,AnAge,AnAge
Aves,Rallus,aquaticus,Water rail,0.1115,8.9,acceptable,wild,AnAge,AnAge
Aves,Rallus,longirostris,Clapper rail,0.308,7.5,acceptable,wild,AnAge,AnAge
Aves,Tauraco,leucotis,White-cheeked turaco,0.265,12.4,acceptable,captivity,AnAge,AnAge
Aves,Otis,tarda,Great bustard,7.8955,28.3,acceptable,captivity,AnAge,AnAge
Aves,Acanthiza,chrysorrhoa,Yellow-rumped thornbill,0.009375,13.1,acceptable,wild,AnAge,AnAge
Aves,Acanthiza,ewingii,Tasmanian thornbill,0.0069500000000000004,7.7,acceptable,wild,AnAge,AnAge
Aves,Acanthiza,inornata,Western thornbill,0.007,8.9,acceptable,wild,AnAge,AnAge
Aves,Acanthiza,katherina,Mountain thornbill,0.006849999999999999,15.0,acceptable,wild,AnAge,AnAge
Aves,Acanthiza,lineata,Striated thornbill,0.0070999999999999995,23.5,acceptable,wild,AnAge,AnAge
Aves,Acanthiza,nana,Yellow thornbill,0.00635,13.8,acceptable,wild,AnAge,AnAge
Aves,Acanthiza,pusilla,Brown thornbill,0.0076,17.6,acceptable,wild,AnAge,AnAge
Aves,Acanthiza,reguloides,Buff-rumped thornbill,0.0077,9.5,acceptable,wild,AnAge,AnAge
Aves,Acanthiza,uropygialis,Chestnut-rumped thornbill,0.00635,7.0,acceptable,wild,AnAge,AnAge
Aves,Aphelocephala,leucopsis,Southern whiteface,0.01235,14.3,acceptable,wild,AnAge,AnAge
Aves,Gerygone,fusca,Western gerygone,0.0054,6.5,acceptable,wild,AnAge,AnAge
Aves,Gerygone,levigaster,Mangrove gerygone,0.0062,5.5,acceptable,wild,AnAge,AnAge
Aves,Gerygone,magnirostris,Large-billed gerygone,0.0068,4.1,acceptable,wild,AnAge,AnAge
Aves,Gerygone,mouki,Brown gerygone,0.00525,8.9,acceptable,wild,AnAge,AnAge
Aves,Gerygone,palpebrosa,Fairy gerygone,0.007475,4.0,acceptable,wild,AnAge,AnAge
Aves,Gerygone,tenebrosa,Dusky gerygone,0.00785,10.6,acceptable,wild,AnAge,AnAge
Aves,Oreoscopus,gutturalis,Fernwren,0.02,4.0,acceptable,wild,AnAge,AnAge
Aves,Origma,solitaria,Rockwarbler,0.01435,7.0,acceptable,wild,AnAge,AnAge
Aves,Pycnoptilus,floccosus,Pilotbird,0.0314,6.5,acceptable,wild,AnAge,AnAge
Aves,Pyrrholaemus,brunneus,Redthroat,0.0125,9.0,acceptable,wild,AnAge,AnAge
Aves,Sericornis,citreogularis,Yellow-throated scrubwren,0.0174,15.6,acceptable,wild,AnAge,AnAge
Aves,Sericornis,frontalis,White-browed scrubwren,0.0134,17.6,acceptable,wild,AnAge,AnAge
Aves,Smicrornis,brevirostris,Weebill,0.00535,7.4,acceptable,wild,AnAge,AnAge
Aves,Acrocephalus,arundinaceus,Great reed-warbler,0.03,10.1,acceptable,wild,AnAge,AnAge
Aves,Acrocephalus,australis,Australian reed warbler,0.0242,7.1,acceptable,wild,AnAge,AnAge
Aves,Acrocephalus,dumetorum,Blyth's reed-warbler,0.0112,8.0,acceptable,wild,AnAge,AnAge
Aves,Acrocephalus,melanopogon,Moustached warbler,0.0109,11.2,acceptable,wild,AnAge,AnAge
Aves,Acrocephalus,palustris,Marsh warbler,0.0115,9.8,acceptable,wild,AnAge,AnAge
Aves,Acrocephalus,schoenobaenus,Sedge warbler,0.011800000000000001,11.8,acceptable,wild,AnAge,AnAge
Aves,Acrocephalus,scirpaceus,Eurasian reed-warbler,0.0123,16.9,acceptable,wild,AnAge,AnAge
Aves,Acrocephalus,sechellensis,Seychelles warbler,0.0159,17.0,acceptable,wild,AnAge,AnAge
Aves,Acrocephalus,stentoreus,"Clamorous reed warbler, or Indian great reed warbler",0.0242,10.6,acceptable,wild,AnAge,AnAge
Aves,Hippolais,icterina,Icterine warbler,0.0132,10.8,acceptable,wild,AnAge,AnAge
Aves,Hippolais,polyglotta,Melodious warbler,0.011,8.9,acceptable,wild,AnAge,AnAge
Aves,Iduna,pallida,"Eastern olivaceous warbler, or Olivaceous warbler",0.009,7.9,acceptable,wild,AnAge,AnAge
Aves,Aegithalos,caudatus,Long-tailed tit,0.0086,11.1,acceptable,wild,AnAge,AnAge
Aves,Psaltriparus,minimus,Bushtit,0.0053,9.1,acceptable,wild,AnAge,AnAge
Aves,Alauda,arvensis,Eurasian skylark,0.0375,10.1,acceptable,wild,AnAge,AnAge
Aves,Eremophila,alpestris,Horned lark,0.0335,8.0,acceptable,wild,AnAge,AnAge
Aves,Galerida,cristata,Crested lark,0.0429,11.6,acceptable,wild,AnAge,AnAge
Aves,Lullula,arborea,Wood lark,0.0269,6.0,acceptable,wild,AnAge,AnAge
Aves,Artamus,cyanopterus,Dusky woodswallow,0.033,8.2,acceptable,wild,AnAge,AnAge
Aves,Atrichornis,clamosus,Noisy scrubbird,0.041525,7.8,acceptable,wild,AnAge,AnAge
Aves,Bombycilla,cedrorum,Cedar waxwing,0.03,8.2,acceptable,wild,AnAge,AnAge
Aves,Bombycilla,garrulus,Bohemian waxwing,0.0545,13.5,acceptable,wild,AnAge,AnAge
Aves,Calcarius,lapponicus,Lapland longspur,0.02835,6.0,acceptable,wild,AnAge,AnAge
Aves,Calcarius,pictus,Smith's longspur,0.02665,5.0,acceptable,wild,AnAge,AnAge
Aves,Plectrophenax,hyperboreus,Mckay's bunting,0.042,4.8,acceptable,wild,AnAge,AnAge
Aves,Plectrophenax,nivalis,Snow bunting,0.0418,10.2,acceptable,wild,AnAge,AnAge
Aves,Coracina,novaehollandiae,Black-faced cuckooshrike,0.115133,9.0,acceptable,wild,AnAge,AnAge
Aves,Coracina,tenuirostris,Common cicadabird,0.0585,6.2,acceptable,wild,AnAge,AnAge
Aves,Lalage,leucomela,Varied triller,0.02945,4.8,acceptable,wild,AnAge,AnAge
Aves,Lalage,tricolor,White-winged triller,0.0255,3.1,acceptable,wild,AnAge,AnAge
Aves,Cardinalis,cardinalis,Northern cardinal,0.0426,28.5,acceptable,unknown,AnAge,AnAge
Aves,Cyanocompsa,parellina,Blue bunting,0.0157,10.8,acceptable,wild,AnAge,AnAge
Aves,Passerina,amoena,Lazuli bunting,0.01515,9.9,acceptable,wild,AnAge,AnAge
Aves,Passerina,caerulea,Blue grosbeak,0.028399999999999998,10.2,acceptable,wild,AnAge,AnAge
Aves,Passerina,ciris,Painted bunting,0.01475,12.0,acceptable,unknown,AnAge,AnAge
Aves,Passerina,cyanea,Indigo bunting,0.015,11.0,acceptable,wild,AnAge,AnAge
Aves,Pheucticus,ludovicianus,Rose-breasted grosbeak,0.047325000000000006,24.0,acceptable,unknown,AnAge,AnAge
Aves,Pheucticus,melanocephalus,Black-headed grosbeak,0.042,25.0,acceptable,captivity,AnAge,AnAge
Aves,Piranga,ludoviciana,Western tanager,0.03,15.3,acceptable,unknown,AnAge,AnAge
Aves,Piranga,olivacea,Scarlet tanager,0.029,11.9,acceptable,wild,AnAge,AnAge
Aves,Piranga,rubra,Summer tanager,0.04,7.9,acceptable,wild,AnAge,AnAge
Aves,Spiza,americana,Dickcissel,0.033,4.8,acceptable,wild,AnAge,AnAge
Aves,Certhia,familiaris,Eurasian treecreeper,0.0091,8.2,acceptable,wild,AnAge,AnAge
Aves,Cettia,cetti,Cetti's warbler,0.013300000000000001,9.3,acceptable,wild,AnAge,AnAge
Aves,Cinclus,cinclus,White-throated dipper,0.061700000000000005,10.6,acceptable,wild,AnAge,AnAge
Aves,Cinclus,mexicanus,American dipper,0.0502,8.1,acceptable,wild,AnAge,AnAge
Aves,Cisticola,exilis,Golden-headed cisticola,0.007325,3.6,acceptable,wild,AnAge,AnAge
Aves,Climacteris,erythrops,Red-browed treecreeper,0.0233,8.2,acceptable,wild,AnAge,AnAge
Aves,Climacteris,picumnus,Brown treecreeper,0.0294,13.9,acceptable,wild,AnAge,AnAge
Aves,Corcorax,melanoramphos,White-winged chough,0.364,17.6,acceptable,wild,AnAge,AnAge
Aves,Struthidea,cinerea,Apostlebird,0.132,25.0,acceptable,captivity,AnAge,AnAge
