HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Adult weight (g),Maximum longevity (yrs),Specimen origin,Data quality,Source
03035,Animalia,Chordata,Mammalia,Rodentia,Muridae,Gerbillus,gerbillus,Lesser Egyptian gerbil,30,5.9,captivity,acceptable,671
03037,Animalia,Chordata,Mammalia,Rodentia,Muridae,Gerbillus,perpallidus,Pale gerbil,50,5.5,captivity,acceptable,671
03038,Animalia,Chordata,Mammalia,Rodentia,Muridae,Gerbillus,pyramidum,Greater Egyptian gerbil,37,8.2,captivity,acceptable,671
03039,Animalia,Chordata,Mammalia,Rodentia,Muridae,Grammomys,dolichurus,Woodland mouse,60,4.4,captivity,acceptable,671
03040,Animalia,Chordata,Mammalia,Rodentia,Muridae,Hydromys,chrysogaster,Golden-bellied water rat,850,7.3,captivity,acceptable,671
03041,Animalia,Chordata,Mammalia,Rodentia,Muridae,Lemniscomys,barbarus,Barbary striped grass mouse,26.2,4.4,captivity,acceptable,671
03042,Animalia,Chordata,Mammalia,Rodentia,Muridae,Lemniscomys,striatus,Typical striped grass mouse,42.3,4.8,captivity,acceptable,671
03044,Animalia,Chordata,Mammalia,Rodentia,Muridae,Leporillus,conditor,Greater stick-nest rat,332.5,5.3,captivity,acceptable,671
03046,Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,crassus,Sundevall's jird,35,5.6,captivity,acceptable,671
03047,Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,libycus,Libyan jird,100,5.2,captivity,acceptable,671
03048,Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,meridianus,Mid-day jird,53,6.8,captivity,acceptable,671
03049,Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,persicus,Persian jird,100,6,captivity,acceptable,671
03052,Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,unguiculatus,Mongolian jird,53.2,6.3,captivity,acceptable,671
03053,Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,vinogradovi,Vinogradov's jird,150,6.7,captivity,acceptable,671
03054,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mesembriomys,gouldii,Black-footed tree rat,900,7.8,captivity,acceptable,671
03055,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mesembriomys,macrurus,Golden-backed tree rat,268.5,7.1,captivity,acceptable,671
03056,Animalia,Chordata,Mammalia,Rodentia,Muridae,Micaelamys,namaquensis,"Namaqua rock rat, or Rock mouse",47.6,4.7,captivity,acceptable,671
03057,Animalia,Chordata,Mammalia,Rodentia,Muridae,Micromys,minutus,Old World harvest mouse,6,3.8,captivity,acceptable,671
03058,Animalia,Chordata,Mammalia,Rodentia,Muridae,Millardia,gleadowi,Sand-colored rat,70,4,captivity,acceptable,671
03061,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,minutoides,"Southern African pygmy mouse, or Pygmy mouse",7.2,4.3,captivity,acceptable,671
03063,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,musculus,House mouse,20.5,4,captivity,high,506
03064,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,spicilegus,Mound-building mouse,19.9,3.5,captivity,acceptable,671
03065,Animalia,Chordata,Mammalia,Rodentia,Muridae,Notomys,alexis,Spinifex hopping mouse,35,6.4,captivity,acceptable,671
03067,Animalia,Chordata,Mammalia,Rodentia,Muridae,Notomys,mitchellii,Mitchell's hopping mouse,52,5.3,captivity,acceptable,671
03069,Animalia,Chordata,Mammalia,Rodentia,Muridae,Pachyuromys,duprasi,Fat-tailed gerbil,40,8.3,captivity,acceptable,671
03070,Animalia,Chordata,Mammalia,Rodentia,Muridae,Phloeomys,cumingi,Slender-tailed cloud rat,1750,13.6,captivity,acceptable,671
03071,Animalia,Chordata,Mammalia,Rodentia,Muridae,Phloeomys,pallidus,Northern Luzon slender-tailed cloud rat,1744,10.7,captivity,acceptable,671
03072,Animalia,Chordata,Mammalia,Rodentia,Muridae,Pogonomys,macrourus,"Chestnut pogonomys, or Long-tailed tree mouse",57,3.1,captivity,acceptable,671
03073,Animalia,Chordata,Mammalia,Rodentia,Muridae,Praomys,tullbergi,"Tullberg's praomys, or Tullberg's rock rat",30,5.2,captivity,acceptable,671
03074,Animalia,Chordata,Mammalia,Rodentia,Muridae,Psammomys,obesus,Fat sand rat,212,3.2,captivity,acceptable,671
03075,Animalia,Chordata,Mammalia,Rodentia,Muridae,Pseudomys,australis,"Plains mouse, or Australian native mouse",65,7.9,captivity,acceptable,671
03076,Animalia,Chordata,Mammalia,Rodentia,Muridae,Pseudomys,chapmani,Western pebble-mound mouse,12,6.8,captivity,acceptable,671
03077,Animalia,Chordata,Mammalia,Rodentia,Muridae,Pseudomys,fumeus,Smoky mouse,70,6.5,captivity,acceptable,671
03079,Animalia,Chordata,Mammalia,Rodentia,Muridae,Pseudomys,laborifex,Kimberly mouse,12,6.9,captivity,acceptable,671
03080,Animalia,Chordata,Mammalia,Rodentia,Muridae,Pseudomys,shortridgei,Heath mouse,64,6,captivity,acceptable,671
03081,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,fuscipes,Bush rat,130,5.3,captivity,acceptable,616
03082,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,lutreolus,Australian swamp rat,115,4.4,captivity,acceptable,671
03083,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,norvegicus,Norway rat,300,3.8,captivity,acceptable,857
03084,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,rattus,Rat,200,4.2,captivity,acceptable,671
03085,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rhabdomys,pumilio,Four-striped grass mouse,51,4.5,captivity,acceptable,671
03086,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rhombomys,opimus,Great gerbil,285,4.5,captivity,acceptable,671
03087,Animalia,Chordata,Mammalia,Rodentia,Muridae,Sekeetamys,calurus,Bushy-tailed jird,65,7.3,captivity,acceptable,671
03089,Animalia,Chordata,Mammalia,Rodentia,Muridae,Tatera,indica,Indian gerbil,146.7,7,captivity,acceptable,671
03095,Animalia,Chordata,Mammalia,Rodentia,Muridae,Zyzomys,palatilis,Carpentarian rock rat,123,6.2,captivity,acceptable,671
03096,Animalia,Chordata,Mammalia,Rodentia,Muridae,Zyzomys,pedunculatus,Central rock rat,100,7.5,captivity,acceptable,671
03097,Animalia,Chordata,Mammalia,Rodentia,Myocastoridae,Myocastor,coypus,Nutria,7850,19,captivity,acceptable,1306
03098,Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Cricetomys,emini,Giant rat,1300,7.4,captivity,acceptable,671
03099,Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Cricetomys,gambianus,Gambian rat,1500,8.4,captivity,acceptable,671
03100,Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Dendromus,melanotis,Gray climbing mouse,7.4,4.2,captivity,acceptable,671
03101,Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Dendromus,mesomelas,Brant's climbing mouse,13,3.3,captivity,acceptable,671
03102,Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Hypogeomys,antimena,Malagasy giant rat,1250,12.6,captivity,acceptable,671
03103,Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Mystromys,albicaudatus,White-tailed mouse,106,6.3,captivity,acceptable,671
03104,Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Saccostomus,campestris,Pouched mouse,47.4,4.5,captivity,acceptable,671
03106,Animalia,Chordata,Mammalia,Rodentia,Octodontidae,Octodon,degus,Degu,235,14,captivity,acceptable,671
03108,Animalia,Chordata,Mammalia,Rodentia,Octodontidae,Spalacopus,cyanus,Coruro,98,10.8,captivity,acceptable,671
03109,Animalia,Chordata,Mammalia,Rodentia,Pedetidae,Pedetes,capensis,"South African springhare, or Springhare",3500,20,captivity,acceptable,671
03112,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,harrisii,Harris's antelope squirrel,126,10.6,captivity,acceptable,671
03113,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,leucurus,White-tailed antelope squirrel,105,11.2,captivity,acceptable,671
03117,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Callosciurus,caniceps,Gray-bellied squirrel,257,13.7,captivity,acceptable,671
03118,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Callosciurus,erythraeus,Pallas's squirrel,272,17,captivity,acceptable,671
03120,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Callosciurus,notatus,Plantain squirrel,190,14.8,captivity,acceptable,671
03121,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Callosciurus,prevostii,Prevost's squirrel,400,21.1,captivity,acceptable,671
03122,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Callospermophilus,lateralis,Golden-mantled ground squirrel,157.6,10.4,captivity,acceptable,671
03125,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Cynomys,ludovicianus,Black-tailed prairie dog,1125,15,captivity,acceptable,1306
03129,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Funisciurus,anerythrus,Thomas's rope squirrel,218,10,captivity,acceptable,671
03131,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Funisciurus,pyrropus,Fire-footed rope squirrel,271.7,9.5,captivity,acceptable,671
03133,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Glaucomys,sabrinus,Northern flying squirrel,149,14.2,captivity,acceptable,671
03134,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Glaucomys,volans,Southern flying squirrel,65.4,19,captivity,acceptable,671
03135,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Heliosciurus,rufobrachium,Red-legged sun squirrel,326.5,8.7,captivity,acceptable,671
03136,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ictidomys,tridecemlineatus,Thirteen-lined ground squirrel,172.7,7.9,captivity,acceptable,671
03140,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Marmota,flaviventris,Yellow-bellied marmot,3500,21.2,captivity,acceptable,671
03141,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Marmota,marmota,Alpine marmot,3500,17.4,captivity,acceptable,671
03142,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Marmota,monax,Woodchuck,4000,14,captivity,acceptable,671
03143,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Marmota,vancouverensis,Vancouver marmot,4750,12.1,captivity,acceptable,671
03144,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Otospermophilus,variegatus,Rock squirrel,663,9.8,captivity,acceptable,671
03147,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Petaurista,alborufus,Red and white giant flying squirrel,1700,21.4,captivity,acceptable,671
03148,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Petaurista,leucogenys,Japanese giant flying squirrel,1650,19.2,captivity,acceptable,671
03152,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Poliocitellus,franklinii,Franklin's ground squirrel,459,7.2,captivity,acceptable,671
03154,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Pteromys,volans,Siberian flying squirrel,130,11.4,captivity,acceptable,671
03156,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ratufa,bicolor,Black giant squirrel,2000,19,captivity,acceptable,671
03157,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ratufa,indica,Indian giant squirrel,2000,20,captivity,acceptable,671
03161,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,aureogaster,Red-bellied squirrel,600,11.5,captivity,acceptable,671
03162,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern gray squirrel,533,23.6,captivity,acceptable,671
03164,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,granatensis,Red-tailed squirrel,374,11.5,captivity,acceptable,671
03168,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,niger,Eastern fox squirrel,800,16,captivity,acceptable,671
03170,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,variegatoides,Variegated squirrel,485,15.1,captivity,acceptable,671
03171,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,vulgaris,Eurasian red squirrel,600,14.8,captivity,acceptable,671
03172,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,citellus,European ground squirrel,217,6.7,captivity,acceptable,671
03173,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,pygmaeus,Little ground squirrel,136,7.1,captivity,acceptable,671
03174,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sundasciurus,hippurus,Horse-tailed squirrel,312.5,14,captivity,acceptable,671
03175,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sundasciurus,lowii,Low's squirrel,67,11.1,captivity,acceptable,671
03176,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sundasciurus,tenuis,Slender squirrel,75,10,captivity,acceptable,671
03178,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,dorsalis,Cliff chipmunk,62.8,12.6,captivity,acceptable,671
03179,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,minimus,Least chipmunk,44.1,10,captivity,acceptable,671
03183,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,sibiricus,Siberian chipmunk,85,9.6,captivity,acceptable,671
03184,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,striatus,Eastern chipmunk,96,9.5,captivity,acceptable,671
03185,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,townsendii,Townsend's chipmunk,75,9.3,captivity,acceptable,671
03186,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red squirrel,200,9.8,captivity,acceptable,671
03190,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Xerospermophilus,mohavensis,Mohave ground squirrel,150,7.8,captivity,acceptable,671
03191,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Xerospermophilus,tereticaudus,Round-tailed ground squirrel,163.3,8.9,captivity,acceptable,671
03192,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Xerus,erythropus,Striped ground squirrel,600,10.3,captivity,acceptable,671
03193,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Xerus,inauris,South African ground squirrel,588,11.5,captivity,acceptable,671
03194,Animalia,Chordata,Mammalia,Rodentia,Spalacidae,Cannomys,badius,Lesser bamboo rat,650,4.8,captivity,acceptable,671
03197,Animalia,Chordata,Mammalia,Rodentia,Spalacidae,Spalax,ehrenbergi,Palestine mole rat,160,20.2,captivity,acceptable,"Aaron Avivi, pers. comm."
03199,Animalia,Chordata,Mammalia,Rodentia,Thryonomyidae,Thryonomys,swinderianus,Greater cane rat,6600,5.4,captivity,acceptable,671
03201,Animalia,Chordata,Mammalia,Scandentia,Tupaiidae,Tupaia,belangeri,Northern tree shrew,200,11.1,captivity,acceptable,671
03202,Animalia,Chordata,Mammalia,Scandentia,Tupaiidae,Tupaia,glis,Common tree shrew,200,12.4,captivity,acceptable,671
03203,Animalia,Chordata,Mammalia,Scandentia,Tupaiidae,Tupaia,minor,Pygmy tree shrew,58.6,12.2,captivity,acceptable,671
03204,Animalia,Chordata,Mammalia,Scandentia,Tupaiidae,Tupaia,tana,Large tree shrew,197.8,11.6,captivity,acceptable,671
03205,Animalia,Chordata,Mammalia,Scandentia,Tupaiidae,Urogale,everetti,Mindanao tree shrew,350,11.5,captivity,acceptable,671
03206,Animalia,Chordata,Mammalia,Sirenia,Dugongidae,Dugong,dugon,Dugong,360000,73,captivity,acceptable,671
03207,Animalia,Chordata,Mammalia,Sirenia,Trichechidae,Trichechus,inunguis,Amazonian manatee,480000,40,captivity,acceptable,671
03208,Animalia,Chordata,Mammalia,Sirenia,Trichechidae,Trichechus,manatus,West Indian manatee,322000,69,captivity,acceptable,1302
03210,Animalia,Chordata,Mammalia,Soricomorpha,Solenodontidae,Solenodon,paradoxus,Hispaniolan solenodon,1000,12.1,captivity,acceptable,671
03211,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Blarina,brevicauda,Northern short-tailed shrew,21.6,2.2,captivity,acceptable,671
03212,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Blarina,hylophaga,Elliot's short-tailed shrew,14.5,2.8,captivity,acceptable,434
03213,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Crocidura,flavescens,Greater red musk shrew,45,2.2,captivity,acceptable,589
03214,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Crocidura,leucodon,Bicolored shrew,11,2.9,captivity,acceptable,671
03215,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Crocidura,russula,White-toothed shrew,11.6,4,captivity,acceptable,589
03216,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Crocidura,suaveolens,Lesser shrew,7.7,2.8,captivity,acceptable,1083
03217,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Cryptotis,parva,Least shrew,4.5,3.5,captivity,acceptable,"Orin Mock, pers. comm."
03218,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Myosorex,varius,Forest shrew,17.5,2.1,captivity,acceptable,589
03220,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Neomys,fodiens,Eurasian water shrew,15,3.1,captivity,acceptable,589
03222,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Sorex,araneus,Eurasian shrew,9,3.2,captivity,acceptable,671
03224,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Sorex,caecutiens,Laxmann's shrew,5.4,3,captivity,acceptable,589
03235,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Suncus,murinus,Asian house shrew,45.9,3.2,captivity,acceptable,671
03238,Animalia,Chordata,Mammalia,Soricomorpha,Talpidae,Mogera,wogura,Japanese mole,97,3.2,captivity,acceptable,671
03240,Animalia,Chordata,Mammalia,Soricomorpha,Talpidae,Scalopus,aquaticus,Eastern mole,90,6.2,wild,acceptable,1405
03242,Animalia,Chordata,Mammalia,Tubulidentata,Orycteropodidae,Orycteropus,afer,Aardvark,60000,29.8,captivity,acceptable,671
03244,Animalia,Chordata,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,American alligator,150000,77,captivity,high,1298
03245,Animalia,Chordata,Reptilia,Crocodilia,Alligatoridae,Alligator,sinensis,Chinese alligator,14600,65,captivity,acceptable,1298
03246,Animalia,Chordata,Reptilia,Crocodilia,Alligatoridae,Caiman,crocodilus,Spectacled caiman,10900,40,captivity,acceptable,1298
03247,Animalia,Chordata,Reptilia,Crocodilia,Alligatoridae,Caiman,latirostris,Broad-snouted caiman,14600,58,captivity,acceptable,1298
03248,Animalia,Chordata,Reptilia,Crocodilia,Alligatoridae,Melanosuchus,niger,Black caiman,82000,40,captivity,acceptable,1298
03249,Animalia,Chordata,Reptilia,Crocodilia,Alligatoridae,Paleosuchus,palpebrosus,Dwarf caiman,5900,24.1,captivity,acceptable,451
03250,Animalia,Chordata,Reptilia,Crocodilia,Alligatoridae,Paleosuchus,trigonatus,Smooth-fronted caiman,7500,40,captivity,acceptable,1298
03251,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,acutus,American crocodile,76700,47,captivity,acceptable,1298
03252,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,intermedius,Orinoco crocodile,107900,41,captivity,acceptable,1298
03254,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,moreletii,Morelet's crocodile,38500,25.4,captivity,acceptable,451
03255,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,niloticus,Nile crocodile,94200,56,captivity,acceptable,1298
03256,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,novaeguineae,New Guinea crocodile,39900,51,captivity,acceptable,451
03257,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,palustris,"Mugger, or Marsh crocodile",42700,44,captivity,acceptable,1298
03259,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,rhombifer,Cuban crocodile,57500,48,captivity,acceptable,1298
03260,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,siamensis,Siamese crocodile,42500,49,captivity,acceptable,1298
03261,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Mecistops,cataphractus,African slender-snouted crocodile,50500,56.1,captivity,acceptable,485
03262,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Osteolaemus,tetraspis,West African dwarf crocodile,40000,70,captivity,acceptable,"John Gramieri, pers. comm."
03263,Animalia,Chordata,Reptilia,Crocodilia,Gavialidae,Gavialis,gangeticus,Gharial,153000,59,captivity,acceptable,1298
03264,Animalia,Chordata,Reptilia,Crocodilia,Gavialidae,Tomistoma,schlegelii,False gharial,119000,24.7,captivity,acceptable,451
03265,Animalia,Chordata,Reptilia,Rhynchocephalia,Sphenodontidae,Sphenodon,punctatus,Tuatara,430,90,captivity,acceptable,451
03266,Animalia,Chordata,Reptilia,Squamata,Acrochordidae,Acrochordus,arafurae,Arafura filesnake,6107,8.8,captivity,acceptable,451
03268,Animalia,Chordata,Reptilia,Squamata,Agamidae,Acanthocercus,atricollis,"Black-necked agama, or Plains agama",81.495,6,captivity,acceptable,451
03269,Animalia,Chordata,Reptilia,Squamata,Agamidae,Agama,impalearis,Bibron's agama,64.18,6,captivity,acceptable,451
03271,Animalia,Chordata,Reptilia,Squamata,Agamidae,Calotes,versicolor,Indian changeable lizard,20.04,5,captivity,acceptable,582
03272,Animalia,Chordata,Reptilia,Squamata,Agamidae,Chlamydosaurus,kingii,Frilled lizard,449.125,9.9,captivity,acceptable,451
03277,Animalia,Chordata,Reptilia,Squamata,Agamidae,Physignathus,cocincinus,"Chinese water dragon, or Water dragon",193.42,15.3,captivity,acceptable,451
03279,Animalia,Chordata,Reptilia,Squamata,Agamidae,Pogona,barbata,Eastern bearded dragon,244.06,9.9,captivity,acceptable,1
03281,Animalia,Chordata,Reptilia,Squamata,Agamidae,Uromastyx,acanthinura,North African spiny dabb lizard,525,11.4,captivity,acceptable,582
03282,Animalia,Chordata,Reptilia,Squamata,Agamidae,Uromastyx,aegyptia,Egyptian spiny-tailed lizard,851.73,15.3,captivity,acceptable,451
03284,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Amphisbaena,alba,Red worm lizard,210,15.1,captivity,acceptable,485
03285,Animalia,Chordata,Reptilia,Squamata,Anguidae,Anguis,fragilis,Slow worm,11.655,54,captivity,acceptable,1
03287,Animalia,Chordata,Reptilia,Squamata,Anguidae,Elgaria,kingii,Madrean alligator lizard,10,12.3,captivity,acceptable,451
03288,Animalia,Chordata,Reptilia,Squamata,Anguidae,Elgaria,multicarinata,Southern alligator lizard,31.5,9.8,captivity,acceptable,451
03290,Animalia,Chordata,Reptilia,Squamata,Anguidae,Ophisaurus,ventralis,Eastern glass lizard,23.715,14.8,captivity,acceptable,451
03291,Animalia,Chordata,Reptilia,Squamata,Anguidae,Pseudopus,apodus,"European glass lizard, or Armored glass lizard",450,54,unknown,acceptable,448
03292,Animalia,Chordata,Reptilia,Squamata,Blanidae,Blanus,cinereus,"Mediterranean worm lizard, or Spanish grey amphisbaena",6,16,captivity,acceptable,451
03293,Animalia,Chordata,Reptilia,Squamata,Boidae,Boa,constrictor,Boa constrictor,3532,40.4,captivity,acceptable,485
03295,Animalia,Chordata,Reptilia,Squamata,Boidae,Chilabothrus,chrysogaster,"Turks boa, or Caicos boa",1306,14.2,captivity,acceptable,451
03303,Animalia,Chordata,Reptilia,Squamata,Boidae,Corallus,hortulanus,Amazonian tree boa,1906,15,captivity,acceptable,451
03304,Animalia,Chordata,Reptilia,Squamata,Boidae,Epicrates,cenchria,Rainbow boa,1306,31,captivity,acceptable,485
03306,Animalia,Chordata,Reptilia,Squamata,Boidae,Eunectes,murinus,Green anaconda,97500,31.8,captivity,acceptable,451
03309,Animalia,Chordata,Reptilia,Squamata,Candoiidae,Candoia,aspera,New Guinea boa,384,9.9,captivity,acceptable,485
03311,Animalia,Chordata,Reptilia,Squamata,Candoiidae,Candoia,carinata,Pacific ground boa,384,16.6,captivity,acceptable,485
03312,Animalia,Chordata,Reptilia,Squamata,Carphodactylidae,Underwoodisaurus,milii,Thick-tailed gecko,9.6,12,captivity,acceptable,451
03314,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,chamaeleon,Common chameleon,36.49,3.6,captivity,acceptable,451
03315,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,dilepis,Flapneck chameleon,22.31,4,captivity,acceptable,451
03316,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Furcifer,labordi,Labord's chameleon,8.73,1.3,captivity,acceptable,1384
03318,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Trioceros,jacksonii,Jackson's chameleon,32.565,8.2,captivity,acceptable,485
03319,Animalia,Chordata,Reptilia,Squamata,Charinidae,Charina,bottae,Rubber boa,219,26.5,captivity,acceptable,451
03320,Animalia,Chordata,Reptilia,Squamata,Charinidae,Lichanura,trivirgata,Rosy boa,450,31,captivity,acceptable,451
03323,Animalia,Chordata,Reptilia,Squamata,Colubridae,Arizona,elegans,Glossy snake,2189,19.1,captivity,acceptable,451
03324,Animalia,Chordata,Reptilia,Squamata,Colubridae,Bogertophis,subocularis,Trans-pecos rat snake,1839,23.8,captivity,acceptable,451
03326,Animalia,Chordata,Reptilia,Squamata,Colubridae,Boiga,cynodon,Dog-tooth cat snake,8324,9.6,captivity,acceptable,485
03327,Animalia,Chordata,Reptilia,Squamata,Colubridae,Boiga,dendrophila,"Gold-ringed cat snake, or Mangrove snake",6107,17,captivity,acceptable,451
03328,Animalia,Chordata,Reptilia,Squamata,Colubridae,Boiga,irregularis,Brown tree snake,4748,13.1,captivity,acceptable,451
03330,Animalia,Chordata,Reptilia,Squamata,Colubridae,Cemophora,coccinea,Scarlet snake,219,10.4,captivity,acceptable,451
03331,Animalia,Chordata,Reptilia,Squamata,Colubridae,Chilomeniscus,stramineus,Banded sand snake,6,4,captivity,acceptable,485
03332,Animalia,Chordata,Reptilia,Squamata,Colubridae,Clelia,clelia,Mussarana,1587,11.5,captivity,acceptable,485
03333,Animalia,Chordata,Reptilia,Squamata,Colubridae,Clonophis,kirtlandii,Kirtland's snake,91,8.4,captivity,acceptable,451
03334,Animalia,Chordata,Reptilia,Squamata,Colubridae,Coluber,constrictor,"Eastern racer, or Northern black racer",1594.5,10,unknown,acceptable,528
03338,Animalia,Chordata,Reptilia,Squamata,Colubridae,Dasypeltis,scabra,"Rhombic egg eater, or African egg-eating snake",72.25,22.1,captivity,acceptable,451
03340,Animalia,Chordata,Reptilia,Squamata,Colubridae,Dispholidus,typus,Boomslang,3765,8.7,captivity,acceptable,485
03341,Animalia,Chordata,Reptilia,Squamata,Colubridae,Drymarchon,corais,Indigo snake,7118,25.9,captivity,acceptable,485
03345,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,guttata,Corn snake,900,32.3,captivity,high,451
03349,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,quadrivirgata,Japanese four-lined ratsnake,6561,16.8,captivity,acceptable,485
03353,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,vulpina,Eastern fox snake,2227,17,captivity,acceptable,451
03354,Animalia,Chordata,Reptilia,Squamata,Colubridae,Farancia,abacura,"Mud snake, or Western mud snake",3454,19,unknown,acceptable,528
03355,Animalia,Chordata,Reptilia,Squamata,Colubridae,Gonyosoma,oxycephalum,Red-tailed rat snake,5399,15.1,captivity,acceptable,451
